#query	EC
TARA_ARC_108_MAG_00080_000000000010_6	-
TARA_ARC_108_MAG_00080_000000000011_1	-
TARA_ARC_108_MAG_00080_000000000011_2	-
TARA_ARC_108_MAG_00080_000000000011_3	-
TARA_ARC_108_MAG_00080_000000000012_1	2.4.1.18,3.2.1.141
TARA_ARC_108_MAG_00080_000000000012_2	1.1.5.2
TARA_ARC_108_MAG_00080_000000000012_4	-
TARA_ARC_108_MAG_00080_000000000012_5	-
TARA_ARC_108_MAG_00080_000000000012_6	-
TARA_ARC_108_MAG_00080_000000000012_7	4.1.2.22,4.1.2.9
TARA_ARC_108_MAG_00080_000000000012_8	2.7.2.1
TARA_ARC_108_MAG_00080_000000000012_9	-
TARA_ARC_108_MAG_00080_000000000012_10	-
TARA_ARC_108_MAG_00080_000000000012_11	-
TARA_ARC_108_MAG_00080_000000000012_12	2.7.11.1
TARA_ARC_108_MAG_00080_000000000012_13	-
TARA_ARC_108_MAG_00080_000000000013_2	2.3.1.30
TARA_ARC_108_MAG_00080_000000000013_3	3.1.3.102,3.1.3.104
TARA_ARC_108_MAG_00080_000000000013_4	-
TARA_ARC_108_MAG_00080_000000000013_5	-
TARA_ARC_108_MAG_00080_000000000013_6	5.1.1.7
TARA_ARC_108_MAG_00080_000000000013_7	4.1.1.20
TARA_ARC_108_MAG_00080_000000000013_8	-
TARA_ARC_108_MAG_00080_000000000013_9	-
TARA_ARC_108_MAG_00080_000000000013_10	3.6.1.27
TARA_ARC_108_MAG_00080_000000000013_11	-
TARA_ARC_108_MAG_00080_000000000013_12	3.1.30.1
TARA_ARC_108_MAG_00080_000000000013_13	2.5.1.129
TARA_ARC_108_MAG_00080_000000000013_14	6.3.2.45
TARA_ARC_108_MAG_00080_000000000013_15	3.1.3.11
TARA_ARC_108_MAG_00080_000000000013_16	3.6.1.1
TARA_ARC_108_MAG_00080_000000000013_17	-
TARA_ARC_108_MAG_00080_000000000013_18	-
TARA_ARC_108_MAG_00080_000000000013_19	-
TARA_ARC_108_MAG_00080_000000000013_20	-
TARA_ARC_108_MAG_00080_000000000013_21	-
TARA_ARC_108_MAG_00080_000000000013_22	-
TARA_ARC_108_MAG_00080_000000000013_23	-
TARA_ARC_108_MAG_00080_000000000013_24	-
TARA_ARC_108_MAG_00080_000000000013_25	-
TARA_ARC_108_MAG_00080_000000000013_26	5.1.3.3
TARA_ARC_108_MAG_00080_000000000013_27	2.7.7.12
TARA_ARC_108_MAG_00080_000000000013_28	2.7.1.6
TARA_ARC_108_MAG_00080_000000000013_29	-
TARA_ARC_108_MAG_00080_000000000013_30	-
TARA_ARC_108_MAG_00080_000000000013_32	-
TARA_ARC_108_MAG_00080_000000000013_34	-
TARA_ARC_108_MAG_00080_000000000013_35	-
TARA_ARC_108_MAG_00080_000000000013_36	-
TARA_ARC_108_MAG_00080_000000000013_37	-
TARA_ARC_108_MAG_00080_000000000013_38	-
TARA_ARC_108_MAG_00080_000000000013_39	-
TARA_ARC_108_MAG_00080_000000000013_42	-
TARA_ARC_108_MAG_00080_000000000013_43	-
TARA_ARC_108_MAG_00080_000000000013_44	-
TARA_ARC_108_MAG_00080_000000000013_45	-
TARA_ARC_108_MAG_00080_000000000013_46	-
TARA_ARC_108_MAG_00080_000000000013_47	-
TARA_ARC_108_MAG_00080_000000000013_48	4.3.3.7
TARA_ARC_108_MAG_00080_000000000013_49	-
TARA_ARC_108_MAG_00080_000000000013_50	-
TARA_ARC_108_MAG_00080_000000000013_51	-
TARA_ARC_108_MAG_00080_000000000013_52	3.2.1.22
TARA_ARC_108_MAG_00080_000000000013_53	-
TARA_ARC_108_MAG_00080_000000000013_54	-
TARA_ARC_108_MAG_00080_000000000013_55	1.14.19.9
TARA_ARC_108_MAG_00080_000000000013_56	-
TARA_ARC_108_MAG_00080_000000000013_57	-
TARA_ARC_108_MAG_00080_000000000013_58	-
TARA_ARC_108_MAG_00080_000000000013_59	2.7.1.30
TARA_ARC_108_MAG_00080_000000000013_60	-
TARA_ARC_108_MAG_00080_000000000013_61	1.1.5.3
TARA_ARC_108_MAG_00080_000000000013_62	-
TARA_ARC_108_MAG_00080_000000000013_63	-
TARA_ARC_108_MAG_00080_000000000013_64	-
TARA_ARC_108_MAG_00080_000000000013_65	-
TARA_ARC_108_MAG_00080_000000000013_67	-
TARA_ARC_108_MAG_00080_000000000013_68	-
TARA_ARC_108_MAG_00080_000000000013_69	-
TARA_ARC_108_MAG_00080_000000000013_70	-
TARA_ARC_108_MAG_00080_000000000013_71	-
TARA_ARC_108_MAG_00080_000000000013_72	-
TARA_ARC_108_MAG_00080_000000000013_73	-
TARA_ARC_108_MAG_00080_000000000013_74	-
TARA_ARC_108_MAG_00080_000000000013_75	-
TARA_ARC_108_MAG_00080_000000000013_76	-
TARA_ARC_108_MAG_00080_000000000013_77	-
TARA_ARC_108_MAG_00080_000000000013_78	-
TARA_ARC_108_MAG_00080_000000000013_79	-
TARA_ARC_108_MAG_00080_000000000013_80	-
TARA_ARC_108_MAG_00080_000000000013_81	-
TARA_ARC_108_MAG_00080_000000000013_82	-
TARA_ARC_108_MAG_00080_000000000013_83	-
TARA_ARC_108_MAG_00080_000000000013_84	-
TARA_ARC_108_MAG_00080_000000000014_1	-
TARA_ARC_108_MAG_00080_000000000014_2	-
TARA_ARC_108_MAG_00080_000000000014_3	5.4.99.23
TARA_ARC_108_MAG_00080_000000000014_4	-
TARA_ARC_108_MAG_00080_000000000014_5	-
TARA_ARC_108_MAG_00080_000000000014_6	-
TARA_ARC_108_MAG_00080_000000000014_7	-
TARA_ARC_108_MAG_00080_000000000014_8	-
TARA_ARC_108_MAG_00080_000000000015_3	2.1.1.80,3.1.1.61
TARA_ARC_108_MAG_00080_000000000015_4	3.4.21.19
TARA_ARC_108_MAG_00080_000000000015_6	-
TARA_ARC_108_MAG_00080_000000000015_7	-
TARA_ARC_108_MAG_00080_000000000015_8	-
TARA_ARC_108_MAG_00080_000000000015_9	-
TARA_ARC_108_MAG_00080_000000000015_10	3.3.1.1
TARA_ARC_108_MAG_00080_000000000016_1	-
TARA_ARC_108_MAG_00080_000000000016_2	-
TARA_ARC_108_MAG_00080_000000000016_3	-
TARA_ARC_108_MAG_00080_000000000016_4	2.7.7.7
TARA_ARC_108_MAG_00080_000000000017_1	-
TARA_ARC_108_MAG_00080_000000000017_2	-
TARA_ARC_108_MAG_00080_000000000017_3	-
TARA_ARC_108_MAG_00080_000000000017_4	3.5.4.2,3.5.4.4
TARA_ARC_108_MAG_00080_000000000017_5	-
TARA_ARC_108_MAG_00080_000000000017_6	-
TARA_ARC_108_MAG_00080_000000000018_2	-
TARA_ARC_108_MAG_00080_000000000018_3	-
TARA_ARC_108_MAG_00080_000000000019_1	-
TARA_ARC_108_MAG_00080_000000000019_3	-
TARA_ARC_108_MAG_00080_000000000019_4	-
TARA_ARC_108_MAG_00080_000000000019_5	3.4.21.83
TARA_ARC_108_MAG_00080_000000000019_6	-
TARA_ARC_108_MAG_00080_000000000019_7	-
TARA_ARC_108_MAG_00080_000000000019_8	-
TARA_ARC_108_MAG_00080_000000000019_9	2.3.1.128
TARA_ARC_108_MAG_00080_000000000019_10	-
TARA_ARC_108_MAG_00080_000000000019_11	-
TARA_ARC_108_MAG_00080_000000000019_12	-
TARA_ARC_108_MAG_00080_000000000019_13	-
TARA_ARC_108_MAG_00080_000000000019_14	3.1.13.5
TARA_ARC_108_MAG_00080_000000000019_15	6.2.1.3
TARA_ARC_108_MAG_00080_000000000019_16	-
TARA_ARC_108_MAG_00080_000000000019_17	-
TARA_ARC_108_MAG_00080_000000000019_19	-
TARA_ARC_108_MAG_00080_000000000019_20	3.6.4.12
TARA_ARC_108_MAG_00080_000000000019_21	2.4.99.16
TARA_ARC_108_MAG_00080_000000000019_22	-
TARA_ARC_108_MAG_00080_000000000019_23	-
TARA_ARC_108_MAG_00080_000000000019_24	-
TARA_ARC_108_MAG_00080_000000000019_25	-
TARA_ARC_108_MAG_00080_000000000019_26	-
TARA_ARC_108_MAG_00080_000000000019_27	-
TARA_ARC_108_MAG_00080_000000000019_28	-
TARA_ARC_108_MAG_00080_000000000019_31	2.4.2.17
TARA_ARC_108_MAG_00080_000000000020_1	-
TARA_ARC_108_MAG_00080_000000000020_2	-
TARA_ARC_108_MAG_00080_000000000020_3	3.6.3.14
TARA_ARC_108_MAG_00080_000000000021_1	-
TARA_ARC_108_MAG_00080_000000000021_2	1.2.4.4
TARA_ARC_108_MAG_00080_000000000021_3	1.2.4.4
TARA_ARC_108_MAG_00080_000000000021_4	2.3.1.168
TARA_ARC_108_MAG_00080_000000000021_5	2.1.1.266
TARA_ARC_108_MAG_00080_000000000021_6	2.7.11.1
TARA_ARC_108_MAG_00080_000000000021_7	-
TARA_ARC_108_MAG_00080_000000000021_8	-
TARA_ARC_108_MAG_00080_000000000021_10	2.6.1.112,2.6.1.44,2.6.1.45,2.6.1.51
TARA_ARC_108_MAG_00080_000000000021_11	-
TARA_ARC_108_MAG_00080_000000000021_12	1.8.4.14
TARA_ARC_108_MAG_00080_000000000021_13	-
TARA_ARC_108_MAG_00080_000000000021_14	-
TARA_ARC_108_MAG_00080_000000000021_15	3.4.21.102
TARA_ARC_108_MAG_00080_000000000021_16	-
TARA_ARC_108_MAG_00080_000000000021_17	-
TARA_ARC_108_MAG_00080_000000000021_18	3.4.11.2
TARA_ARC_108_MAG_00080_000000000021_19	-
TARA_ARC_108_MAG_00080_000000000021_20	-
TARA_ARC_108_MAG_00080_000000000021_21	-
TARA_ARC_108_MAG_00080_000000000021_22	-
TARA_ARC_108_MAG_00080_000000000021_23	-
TARA_ARC_108_MAG_00080_000000000021_24	1.4.1.2
TARA_ARC_108_MAG_00080_000000000022_2	-
TARA_ARC_108_MAG_00080_000000000022_3	-
TARA_ARC_108_MAG_00080_000000000022_4	2.1.1.45
TARA_ARC_108_MAG_00080_000000000022_5	-
TARA_ARC_108_MAG_00080_000000000022_6	-
TARA_ARC_108_MAG_00080_000000000022_7	-
TARA_ARC_108_MAG_00080_000000000022_8	-
TARA_ARC_108_MAG_00080_000000000022_9	-
TARA_ARC_108_MAG_00080_000000000022_10	-
TARA_ARC_108_MAG_00080_000000000023_1	-
TARA_ARC_108_MAG_00080_000000000023_2	-
TARA_ARC_108_MAG_00080_000000000023_3	2.1.1.171
TARA_ARC_108_MAG_00080_000000000023_4	-
TARA_ARC_108_MAG_00080_000000000023_5	-
TARA_ARC_108_MAG_00080_000000000023_6	-
TARA_ARC_108_MAG_00080_000000000023_7	3.4.11.23
TARA_ARC_108_MAG_00080_000000000023_8	-
TARA_ARC_108_MAG_00080_000000000024_1	3.2.1.23
TARA_ARC_108_MAG_00080_000000000024_2	-
TARA_ARC_108_MAG_00080_000000000024_3	-
TARA_ARC_108_MAG_00080_000000000024_4	2.4.1.21
TARA_ARC_108_MAG_00080_000000000024_5	2.1.1.172
TARA_ARC_108_MAG_00080_000000000024_6	2.1.1.33
TARA_ARC_108_MAG_00080_000000000025_1	-
TARA_ARC_108_MAG_00080_000000000025_2	-
TARA_ARC_108_MAG_00080_000000000025_3	-
TARA_ARC_108_MAG_00080_000000000025_4	1.10.3.14
TARA_ARC_108_MAG_00080_000000000026_1	2.7.13.3
TARA_ARC_108_MAG_00080_000000000026_2	-
TARA_ARC_108_MAG_00080_000000000026_3	-
TARA_ARC_108_MAG_00080_000000000026_4	-
TARA_ARC_108_MAG_00080_000000000026_5	-
TARA_ARC_108_MAG_00080_000000000026_6	-
TARA_ARC_108_MAG_00080_000000000026_7	-
TARA_ARC_108_MAG_00080_000000000026_8	-
TARA_ARC_108_MAG_00080_000000000026_9	-
TARA_ARC_108_MAG_00080_000000000026_10	-
TARA_ARC_108_MAG_00080_000000000027_1	-
TARA_ARC_108_MAG_00080_000000000027_2	-
TARA_ARC_108_MAG_00080_000000000027_4	-
TARA_ARC_108_MAG_00080_000000000027_5	-
TARA_ARC_108_MAG_00080_000000000027_6	-
TARA_ARC_108_MAG_00080_000000000027_7	-
TARA_ARC_108_MAG_00080_000000000027_8	-
TARA_ARC_108_MAG_00080_000000000027_9	-
TARA_ARC_108_MAG_00080_000000000027_11	1.1.1.57,1.1.1.67,2.7.1.17
TARA_ARC_108_MAG_00080_000000000027_12	-
TARA_ARC_108_MAG_00080_000000000028_1	4.1.99.17
TARA_ARC_108_MAG_00080_000000000028_2	-
TARA_ARC_108_MAG_00080_000000000028_3	-
TARA_ARC_108_MAG_00080_000000000028_4	-
TARA_ARC_108_MAG_00080_000000000028_5	-
TARA_ARC_108_MAG_00080_000000000028_6	-
TARA_ARC_108_MAG_00080_000000000028_7	1.5.1.40
TARA_ARC_108_MAG_00080_000000000028_8	6.3.2.31,6.3.2.34
TARA_ARC_108_MAG_00080_000000000028_9	2.7.7.68
TARA_ARC_108_MAG_00080_000000000028_10	2.7.8.28
TARA_ARC_108_MAG_00080_000000000028_11	2.5.1.77
TARA_ARC_108_MAG_00080_000000000028_12	2.5.1.77
TARA_ARC_108_MAG_00080_000000000028_13	-
TARA_ARC_108_MAG_00080_000000000028_14	-
TARA_ARC_108_MAG_00080_000000000028_15	2.6.1.18
TARA_ARC_108_MAG_00080_000000000028_16	1.2.1.18,1.2.1.27
TARA_ARC_108_MAG_00080_000000000029_1	-
TARA_ARC_108_MAG_00080_000000000029_2	-
TARA_ARC_108_MAG_00080_000000000029_3	-
TARA_ARC_108_MAG_00080_000000000029_4	-
TARA_ARC_108_MAG_00080_000000000030_1	-
TARA_ARC_108_MAG_00080_000000000030_2	-
TARA_ARC_108_MAG_00080_000000000030_3	-
TARA_ARC_108_MAG_00080_000000000031_1	-
TARA_ARC_108_MAG_00080_000000000031_2	-
TARA_ARC_108_MAG_00080_000000000031_3	-
TARA_ARC_108_MAG_00080_000000000031_4	-
TARA_ARC_108_MAG_00080_000000000031_5	-
TARA_ARC_108_MAG_00080_000000000031_6	2.4.1.348
TARA_ARC_108_MAG_00080_000000000031_7	-
TARA_ARC_108_MAG_00080_000000000032_1	-
TARA_ARC_108_MAG_00080_000000000032_2	-
TARA_ARC_108_MAG_00080_000000000032_3	4.4.1.8
TARA_ARC_108_MAG_00080_000000000032_4	-
TARA_ARC_108_MAG_00080_000000000032_5	-
TARA_ARC_108_MAG_00080_000000000032_6	6.3.1.2
TARA_ARC_108_MAG_00080_000000000032_7	-
TARA_ARC_108_MAG_00080_000000000032_8	2.7.13.3
TARA_ARC_108_MAG_00080_000000000032_9	-
TARA_ARC_108_MAG_00080_000000000032_10	-
TARA_ARC_108_MAG_00080_000000000032_11	2.3.1.51
TARA_ARC_108_MAG_00080_000000000032_12	-
TARA_ARC_108_MAG_00080_000000000032_13	-
TARA_ARC_108_MAG_00080_000000000032_14	-
TARA_ARC_108_MAG_00080_000000000032_15	-
TARA_ARC_108_MAG_00080_000000000032_16	2.7.13.3
TARA_ARC_108_MAG_00080_000000000032_17	6.1.1.9
TARA_ARC_108_MAG_00080_000000000033_1	-
TARA_ARC_108_MAG_00080_000000000033_2	-
TARA_ARC_108_MAG_00080_000000000033_3	-
TARA_ARC_108_MAG_00080_000000000033_4	-
TARA_ARC_108_MAG_00080_000000000033_5	-
TARA_ARC_108_MAG_00080_000000000033_6	-
TARA_ARC_108_MAG_00080_000000000033_7	6.2.1.17
TARA_ARC_108_MAG_00080_000000000033_8	-
TARA_ARC_108_MAG_00080_000000000033_9	1.17.1.8
TARA_ARC_108_MAG_00080_000000000033_10	6.3.5.5
TARA_ARC_108_MAG_00080_000000000033_11	6.3.5.5
TARA_ARC_108_MAG_00080_000000000034_1	2.2.1.1
TARA_ARC_108_MAG_00080_000000000034_2	1.2.1.12,1.2.1.72
TARA_ARC_108_MAG_00080_000000000034_3	2.7.2.3
TARA_ARC_108_MAG_00080_000000000034_4	4.1.2.13
TARA_ARC_108_MAG_00080_000000000035_1	2.7.6.5
TARA_ARC_108_MAG_00080_000000000035_2	2.1.1.190
TARA_ARC_108_MAG_00080_000000000035_3	2.7.8.7
TARA_ARC_108_MAG_00080_000000000036_1	3.2.1.41
TARA_ARC_108_MAG_00080_000000000036_2	-
TARA_ARC_108_MAG_00080_000000000037_1	-
TARA_ARC_108_MAG_00080_000000000037_2	-
TARA_ARC_108_MAG_00080_000000000038_3	2.7.8.33,2.7.8.35
TARA_ARC_108_MAG_00080_000000000038_4	-
TARA_ARC_108_MAG_00080_000000000038_5	-
TARA_ARC_108_MAG_00080_000000000038_6	2.7.7.9
TARA_ARC_108_MAG_00080_000000000038_7	-
TARA_ARC_108_MAG_00080_000000000038_8	1.1.1.41
TARA_ARC_108_MAG_00080_000000000038_9	-
TARA_ARC_108_MAG_00080_000000000038_10	-
TARA_ARC_108_MAG_00080_000000000039_1	-
TARA_ARC_108_MAG_00080_000000000039_2	-
TARA_ARC_108_MAG_00080_000000000039_3	-
TARA_ARC_108_MAG_00080_000000000039_4	-
TARA_ARC_108_MAG_00080_000000000039_5	-
TARA_ARC_108_MAG_00080_000000000039_6	-
TARA_ARC_108_MAG_00080_000000000039_7	-
TARA_ARC_108_MAG_00080_000000000039_8	-
TARA_ARC_108_MAG_00080_000000000039_9	-
TARA_ARC_108_MAG_00080_000000000039_10	-
TARA_ARC_108_MAG_00080_000000000039_11	3.1.3.89
TARA_ARC_108_MAG_00080_000000000039_12	3.1.3.89
TARA_ARC_108_MAG_00080_000000000039_13	2.6.1.2,2.6.1.66
TARA_ARC_108_MAG_00080_000000000039_14	-
TARA_ARC_108_MAG_00080_000000000039_15	-
TARA_ARC_108_MAG_00080_000000000039_16	-
TARA_ARC_108_MAG_00080_000000000039_17	-
TARA_ARC_108_MAG_00080_000000000039_18	-
TARA_ARC_108_MAG_00080_000000000039_19	-
TARA_ARC_108_MAG_00080_000000000039_20	-
TARA_ARC_108_MAG_00080_000000000039_21	-
TARA_ARC_108_MAG_00080_000000000039_22	-
TARA_ARC_108_MAG_00080_000000000040_2	-
TARA_ARC_108_MAG_00080_000000000040_3	-
TARA_ARC_108_MAG_00080_000000000040_4	-
TARA_ARC_108_MAG_00080_000000000041_1	4.2.1.20
TARA_ARC_108_MAG_00080_000000000041_2	4.1.1.48,5.3.1.24
TARA_ARC_108_MAG_00080_000000000041_3	2.4.2.18,4.1.3.27
TARA_ARC_108_MAG_00080_000000000041_4	2.4.2.18,4.1.3.27
TARA_ARC_108_MAG_00080_000000000041_5	4.1.3.27
TARA_ARC_108_MAG_00080_000000000041_6	3.1.3.97
TARA_ARC_108_MAG_00080_000000000041_7	-
TARA_ARC_108_MAG_00080_000000000041_8	-
TARA_ARC_108_MAG_00080_000000000041_9	-
TARA_ARC_108_MAG_00080_000000000041_10	5.4.99.22
TARA_ARC_108_MAG_00080_000000000041_11	-
TARA_ARC_108_MAG_00080_000000000041_12	1.1.1.307,1.1.1.346
TARA_ARC_108_MAG_00080_000000000041_13	2.3.1.79
TARA_ARC_108_MAG_00080_000000000041_14	-
TARA_ARC_108_MAG_00080_000000000041_15	1.20.4.1
TARA_ARC_108_MAG_00080_000000000042_1	-
TARA_ARC_108_MAG_00080_000000000042_2	-
TARA_ARC_108_MAG_00080_000000000042_3	-
TARA_ARC_108_MAG_00080_000000000042_4	-
TARA_ARC_108_MAG_00080_000000000042_5	2.7.7.7
TARA_ARC_108_MAG_00080_000000000043_1	-
TARA_ARC_108_MAG_00080_000000000043_2	-
TARA_ARC_108_MAG_00080_000000000044_1	-
TARA_ARC_108_MAG_00080_000000000044_2	-
TARA_ARC_108_MAG_00080_000000000045_1	-
TARA_ARC_108_MAG_00080_000000000045_2	3.5.1.1
TARA_ARC_108_MAG_00080_000000000045_3	-
TARA_ARC_108_MAG_00080_000000000045_4	-
TARA_ARC_108_MAG_00080_000000000045_5	-
TARA_ARC_108_MAG_00080_000000000046_2	-
TARA_ARC_108_MAG_00080_000000000046_3	-
TARA_ARC_108_MAG_00080_000000000046_4	-
TARA_ARC_108_MAG_00080_000000000046_6	-
TARA_ARC_108_MAG_00080_000000000046_7	-
TARA_ARC_108_MAG_00080_000000000046_9	-
TARA_ARC_108_MAG_00080_000000000046_10	2.7.6.5,3.1.7.2
TARA_ARC_108_MAG_00080_000000000046_11	-
TARA_ARC_108_MAG_00080_000000000046_12	-
TARA_ARC_108_MAG_00080_000000000046_13	-
TARA_ARC_108_MAG_00080_000000000046_14	3.6.3.25
TARA_ARC_108_MAG_00080_000000000046_15	2.3.1.191
TARA_ARC_108_MAG_00080_000000000046_16	2.1.2.1
TARA_ARC_108_MAG_00080_000000000046_17	-
TARA_ARC_108_MAG_00080_000000000046_18	1.1.1.193,3.5.4.26
TARA_ARC_108_MAG_00080_000000000046_19	2.5.1.9
TARA_ARC_108_MAG_00080_000000000046_20	3.5.4.25,4.1.99.12
TARA_ARC_108_MAG_00080_000000000046_21	2.5.1.78
TARA_ARC_108_MAG_00080_000000000046_22	-
TARA_ARC_108_MAG_00080_000000000046_23	2.7.4.16
TARA_ARC_108_MAG_00080_000000000046_24	3.1.3.27
TARA_ARC_108_MAG_00080_000000000046_25	2.2.1.7
TARA_ARC_108_MAG_00080_000000000046_26	2.5.1.1,2.5.1.10,2.5.1.29
TARA_ARC_108_MAG_00080_000000000046_27	3.1.11.6
