#query	EC
TARA_ARC_108_MAG_00174_000000000010_1	1.2.1.12
TARA_ARC_108_MAG_00174_000000000010_2	-
TARA_ARC_108_MAG_00174_000000000010_3	-
TARA_ARC_108_MAG_00174_000000000010_4	2.4.2.1,2.4.2.28,2.4.2.44
TARA_ARC_108_MAG_00174_000000000010_5	-
TARA_ARC_108_MAG_00174_000000000010_6	-
TARA_ARC_108_MAG_00174_000000000010_7	-
TARA_ARC_108_MAG_00174_000000000010_8	-
TARA_ARC_108_MAG_00174_000000000010_9	2.5.1.9
TARA_ARC_108_MAG_00174_000000000010_10	2.1.1.172,2.1.1.174
TARA_ARC_108_MAG_00174_000000000010_11	2.1.1.172
TARA_ARC_108_MAG_00174_000000000010_13	4.2.1.1
TARA_ARC_108_MAG_00174_000000000010_14	1.4.1.2
TARA_ARC_108_MAG_00174_000000000010_15	-
TARA_ARC_108_MAG_00174_000000000010_16	-
TARA_ARC_108_MAG_00174_000000000010_17	-
TARA_ARC_108_MAG_00174_000000000010_18	-
TARA_ARC_108_MAG_00174_000000000010_19	-
TARA_ARC_108_MAG_00174_000000000010_20	-
TARA_ARC_108_MAG_00174_000000000010_21	-
TARA_ARC_108_MAG_00174_000000000010_22	-
TARA_ARC_108_MAG_00174_000000000010_23	-
TARA_ARC_108_MAG_00174_000000000010_24	-
TARA_ARC_108_MAG_00174_000000000010_25	-
TARA_ARC_108_MAG_00174_000000000010_26	-
TARA_ARC_108_MAG_00174_000000000010_27	-
TARA_ARC_108_MAG_00174_000000000010_28	-
TARA_ARC_108_MAG_00174_000000000010_29	3.6.3.41
TARA_ARC_108_MAG_00174_000000000010_30	-
TARA_ARC_108_MAG_00174_000000000010_31	-
TARA_ARC_108_MAG_00174_000000000010_32	-
TARA_ARC_108_MAG_00174_000000000010_33	-
TARA_ARC_108_MAG_00174_000000000010_34	-
TARA_ARC_108_MAG_00174_000000000010_35	-
TARA_ARC_108_MAG_00174_000000000010_36	-
TARA_ARC_108_MAG_00174_000000000010_37	-
TARA_ARC_108_MAG_00174_000000000010_38	-
TARA_ARC_108_MAG_00174_000000000010_39	-
TARA_ARC_108_MAG_00174_000000000010_40	3.1.1.61,3.5.1.44
TARA_ARC_108_MAG_00174_000000000010_41	2.7.13.3
TARA_ARC_108_MAG_00174_000000000010_42	-
TARA_ARC_108_MAG_00174_000000000010_43	-
TARA_ARC_108_MAG_00174_000000000010_44	-
TARA_ARC_108_MAG_00174_000000000010_45	-
TARA_ARC_108_MAG_00174_000000000010_46	-
TARA_ARC_108_MAG_00174_000000000010_47	-
TARA_ARC_108_MAG_00174_000000000010_48	2.4.2.9
TARA_ARC_108_MAG_00174_000000000010_49	-
TARA_ARC_108_MAG_00174_000000000010_50	-
TARA_ARC_108_MAG_00174_000000000010_51	-
TARA_ARC_108_MAG_00174_000000000010_52	-
TARA_ARC_108_MAG_00174_000000000010_53	-
TARA_ARC_108_MAG_00174_000000000010_54	-
TARA_ARC_108_MAG_00174_000000000010_55	-
TARA_ARC_108_MAG_00174_000000000010_56	-
TARA_ARC_108_MAG_00174_000000000010_57	-
TARA_ARC_108_MAG_00174_000000000010_58	-
TARA_ARC_108_MAG_00174_000000000010_59	-
TARA_ARC_108_MAG_00174_000000000010_60	-
TARA_ARC_108_MAG_00174_000000000010_61	-
TARA_ARC_108_MAG_00174_000000000010_62	-
TARA_ARC_108_MAG_00174_000000000010_63	-
TARA_ARC_108_MAG_00174_000000000010_64	3.6.3.14
TARA_ARC_108_MAG_00174_000000000010_65	-
TARA_ARC_108_MAG_00174_000000000010_66	-
TARA_ARC_108_MAG_00174_000000000010_67	-
TARA_ARC_108_MAG_00174_000000000010_68	-
TARA_ARC_108_MAG_00174_000000000010_69	-
TARA_ARC_108_MAG_00174_000000000010_70	2.7.13.3
TARA_ARC_108_MAG_00174_000000000010_71	-
TARA_ARC_108_MAG_00174_000000000010_75	-
TARA_ARC_108_MAG_00174_000000000010_76	-
TARA_ARC_108_MAG_00174_000000000010_77	3.4.21.88
TARA_ARC_108_MAG_00174_000000000010_78	-
TARA_ARC_108_MAG_00174_000000000010_79	-
TARA_ARC_108_MAG_00174_000000000010_80	-
TARA_ARC_108_MAG_00174_000000000010_81	-
TARA_ARC_108_MAG_00174_000000000010_82	-
TARA_ARC_108_MAG_00174_000000000010_83	-
TARA_ARC_108_MAG_00174_000000000010_86	-
TARA_ARC_108_MAG_00174_000000000010_87	4.1.2.22,4.1.2.9
TARA_ARC_108_MAG_00174_000000000010_89	-
TARA_ARC_108_MAG_00174_000000000010_90	-
TARA_ARC_108_MAG_00174_000000000010_93	-
TARA_ARC_108_MAG_00174_000000000010_94	-
TARA_ARC_108_MAG_00174_000000000010_95	-
TARA_ARC_108_MAG_00174_000000000010_96	-
TARA_ARC_108_MAG_00174_000000000010_97	-
TARA_ARC_108_MAG_00174_000000000010_98	-
TARA_ARC_108_MAG_00174_000000000010_100	-
TARA_ARC_108_MAG_00174_000000000010_101	-
TARA_ARC_108_MAG_00174_000000000010_103	-
TARA_ARC_108_MAG_00174_000000000010_107	-
TARA_ARC_108_MAG_00174_000000000010_108	-
TARA_ARC_108_MAG_00174_000000000010_109	-
TARA_ARC_108_MAG_00174_000000000010_112	-
TARA_ARC_108_MAG_00174_000000000010_115	-
TARA_ARC_108_MAG_00174_000000000010_116	-
TARA_ARC_108_MAG_00174_000000000010_118	-
TARA_ARC_108_MAG_00174_000000000010_119	-
TARA_ARC_108_MAG_00174_000000000010_120	-
TARA_ARC_108_MAG_00174_000000000010_121	-
TARA_ARC_108_MAG_00174_000000000010_122	-
TARA_ARC_108_MAG_00174_000000000010_123	-
TARA_ARC_108_MAG_00174_000000000010_124	-
TARA_ARC_108_MAG_00174_000000000010_125	-
TARA_ARC_108_MAG_00174_000000000010_126	-
TARA_ARC_108_MAG_00174_000000000010_128	-
TARA_ARC_108_MAG_00174_000000000010_129	-
TARA_ARC_108_MAG_00174_000000000010_130	-
TARA_ARC_108_MAG_00174_000000000010_131	-
TARA_ARC_108_MAG_00174_000000000010_132	-
TARA_ARC_108_MAG_00174_000000000010_133	-
TARA_ARC_108_MAG_00174_000000000010_134	-
TARA_ARC_108_MAG_00174_000000000010_135	-
TARA_ARC_108_MAG_00174_000000000010_137	-
TARA_ARC_108_MAG_00174_000000000010_138	-
TARA_ARC_108_MAG_00174_000000000010_139	-
TARA_ARC_108_MAG_00174_000000000010_140	-
TARA_ARC_108_MAG_00174_000000000010_141	-
TARA_ARC_108_MAG_00174_000000000010_142	-
TARA_ARC_108_MAG_00174_000000000010_144	2.3.1.16,2.3.1.9
TARA_ARC_108_MAG_00174_000000000010_145	1.1.1.100
TARA_ARC_108_MAG_00174_000000000011_1	2.7.13.3
TARA_ARC_108_MAG_00174_000000000011_2	-
TARA_ARC_108_MAG_00174_000000000011_3	-
TARA_ARC_108_MAG_00174_000000000011_4	-
TARA_ARC_108_MAG_00174_000000000011_5	-
TARA_ARC_108_MAG_00174_000000000011_6	1.3.1.34
TARA_ARC_108_MAG_00174_000000000011_7	-
TARA_ARC_108_MAG_00174_000000000011_8	2.7.1.23
TARA_ARC_108_MAG_00174_000000000011_9	-
TARA_ARC_108_MAG_00174_000000000011_10	-
TARA_ARC_108_MAG_00174_000000000011_11	-
TARA_ARC_108_MAG_00174_000000000011_12	-
TARA_ARC_108_MAG_00174_000000000011_13	3.4.11.2
TARA_ARC_108_MAG_00174_000000000011_14	-
TARA_ARC_108_MAG_00174_000000000011_15	-
TARA_ARC_108_MAG_00174_000000000011_16	-
TARA_ARC_108_MAG_00174_000000000011_17	-
TARA_ARC_108_MAG_00174_000000000011_18	-
TARA_ARC_108_MAG_00174_000000000011_19	6.1.1.3
TARA_ARC_108_MAG_00174_000000000011_20	-
TARA_ARC_108_MAG_00174_000000000011_21	-
TARA_ARC_108_MAG_00174_000000000011_22	-
TARA_ARC_108_MAG_00174_000000000011_23	6.1.1.20
TARA_ARC_108_MAG_00174_000000000011_24	6.1.1.20
TARA_ARC_108_MAG_00174_000000000011_25	-
TARA_ARC_108_MAG_00174_000000000011_26	-
TARA_ARC_108_MAG_00174_000000000011_27	-
TARA_ARC_108_MAG_00174_000000000011_29	-
TARA_ARC_108_MAG_00174_000000000011_30	-
TARA_ARC_108_MAG_00174_000000000011_31	-
TARA_ARC_108_MAG_00174_000000000011_32	-
TARA_ARC_108_MAG_00174_000000000011_33	-
TARA_ARC_108_MAG_00174_000000000011_35	-
TARA_ARC_108_MAG_00174_000000000011_36	-
TARA_ARC_108_MAG_00174_000000000011_37	-
TARA_ARC_108_MAG_00174_000000000011_38	-
TARA_ARC_108_MAG_00174_000000000011_39	-
TARA_ARC_108_MAG_00174_000000000012_2	-
TARA_ARC_108_MAG_00174_000000000012_3	-
TARA_ARC_108_MAG_00174_000000000012_4	-
TARA_ARC_108_MAG_00174_000000000012_5	-
TARA_ARC_108_MAG_00174_000000000012_6	-
TARA_ARC_108_MAG_00174_000000000012_7	-
TARA_ARC_108_MAG_00174_000000000012_8	3.4.16.4
TARA_ARC_108_MAG_00174_000000000013_1	-
TARA_ARC_108_MAG_00174_000000000013_2	-
TARA_ARC_108_MAG_00174_000000000013_3	-
TARA_ARC_108_MAG_00174_000000000013_4	-
TARA_ARC_108_MAG_00174_000000000013_5	-
TARA_ARC_108_MAG_00174_000000000013_6	-
TARA_ARC_108_MAG_00174_000000000013_7	2.1.1.80
TARA_ARC_108_MAG_00174_000000000013_8	-
TARA_ARC_108_MAG_00174_000000000013_9	-
TARA_ARC_108_MAG_00174_000000000013_10	-
TARA_ARC_108_MAG_00174_000000000013_11	-
TARA_ARC_108_MAG_00174_000000000013_12	-
TARA_ARC_108_MAG_00174_000000000013_13	5.2.1.8
TARA_ARC_108_MAG_00174_000000000013_14	2.1.1.61
TARA_ARC_108_MAG_00174_000000000013_15	-
TARA_ARC_108_MAG_00174_000000000013_16	-
TARA_ARC_108_MAG_00174_000000000013_17	6.5.1.2
TARA_ARC_108_MAG_00174_000000000013_18	-
TARA_ARC_108_MAG_00174_000000000013_19	-
TARA_ARC_108_MAG_00174_000000000013_20	-
TARA_ARC_108_MAG_00174_000000000013_21	-
TARA_ARC_108_MAG_00174_000000000013_22	5.4.99.22
TARA_ARC_108_MAG_00174_000000000013_23	-
TARA_ARC_108_MAG_00174_000000000013_24	-
TARA_ARC_108_MAG_00174_000000000013_25	6.1.1.2
TARA_ARC_108_MAG_00174_000000000013_26	6.2.1.5
TARA_ARC_108_MAG_00174_000000000014_2	-
TARA_ARC_108_MAG_00174_000000000014_3	-
TARA_ARC_108_MAG_00174_000000000014_4	-
TARA_ARC_108_MAG_00174_000000000014_5	-
TARA_ARC_108_MAG_00174_000000000014_6	2.2.1.6
TARA_ARC_108_MAG_00174_000000000014_7	-
TARA_ARC_108_MAG_00174_000000000014_8	-
TARA_ARC_108_MAG_00174_000000000014_10	1.1.5.4
TARA_ARC_108_MAG_00174_000000000014_11	-
TARA_ARC_108_MAG_00174_000000000014_12	-
TARA_ARC_108_MAG_00174_000000000014_13	-
TARA_ARC_108_MAG_00174_000000000014_14	-
TARA_ARC_108_MAG_00174_000000000014_15	1.8.4.12
TARA_ARC_108_MAG_00174_000000000014_16	1.8.4.11,1.8.4.12
TARA_ARC_108_MAG_00174_000000000014_17	-
TARA_ARC_108_MAG_00174_000000000014_18	-
TARA_ARC_108_MAG_00174_000000000014_19	2.7.7.67
TARA_ARC_108_MAG_00174_000000000014_20	4.2.1.2
TARA_ARC_108_MAG_00174_000000000014_21	-
TARA_ARC_108_MAG_00174_000000000014_22	-
TARA_ARC_108_MAG_00174_000000000014_23	-
TARA_ARC_108_MAG_00174_000000000014_24	-
TARA_ARC_108_MAG_00174_000000000014_25	-
TARA_ARC_108_MAG_00174_000000000014_26	-
TARA_ARC_108_MAG_00174_000000000014_27	1.3.3.11
TARA_ARC_108_MAG_00174_000000000014_28	-
TARA_ARC_108_MAG_00174_000000000014_29	1.2.1.3
TARA_ARC_108_MAG_00174_000000000014_30	-
TARA_ARC_108_MAG_00174_000000000014_31	-
TARA_ARC_108_MAG_00174_000000000014_32	6.3.4.6,6.4.1.1
TARA_ARC_108_MAG_00174_000000000014_33	-
TARA_ARC_108_MAG_00174_000000000014_34	-
TARA_ARC_108_MAG_00174_000000000014_35	2.1.1.63
TARA_ARC_108_MAG_00174_000000000014_36	-
TARA_ARC_108_MAG_00174_000000000014_37	6.3.1.11,6.3.1.2
TARA_ARC_108_MAG_00174_000000000014_38	2.3.1.31
TARA_ARC_108_MAG_00174_000000000014_39	-
TARA_ARC_108_MAG_00174_000000000014_40	-
