genome_id	protein_id	EC
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000003_33	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000003_34	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000003_35	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000003_36	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000003_37	4.2.1.59,5.3.3.14
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000003_38	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000003_39	4.1.99.3
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000003_40	4.1.99.3
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000003_41	4.1.99.3
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000003_42	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000003_43	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000004_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000004_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000004_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000004_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000004_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000004_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000004_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000004_8	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000004_9	3.4.11.5
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000004_10	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000004_11	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000004_12	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000005_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000005_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000005_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000006_1	1.1.5.12
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000006_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000007_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000007_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000007_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000007_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000007_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000007_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000007_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000007_8	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000007_9	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000007_10	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000008_1	2.8.4.3
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000008_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000008_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000008_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000008_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000008_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000008_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_8	3.6.3.41
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_9	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_10	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_11	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_12	3.6.3.7
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_13	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_14	3.5.1.42
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_15	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_16	6.3.4.2
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_17	4.2.1.11
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_18	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_19	2.3.3.13
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_20	1.1.1.85
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_21	4.2.1.33,4.2.1.35
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_22	4.2.1.33,4.2.1.35
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_23	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_24	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_25	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_26	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_27	2.7.7.72
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_28	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_29	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_30	1.8.4.11
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_32	3.6.4.13
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_33	3.6.1.66
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_34	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_35	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_36	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_37	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_38	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_39	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_40	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_41	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_42	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000009_43	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000010_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000010_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000010_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000010_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000010_6	2.1.1.170
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000010_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000011_1	3.6.1.9
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000011_2	2.7.6.5
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000011_3	2.1.1.190
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000011_4	2.7.8.7
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000011_5	2.6.99.2
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000011_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000012_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000012_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000012_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000012_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000012_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000013_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000013_2	2.7.7.65
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000013_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000013_4	3.5.4.3
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000013_5	3.5.2.17
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000013_6	4.1.1.97
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_2	3.2.2.9
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_3	6.3.1.10
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_8	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_9	6.1.1.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_10	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_11	2.7.1.170
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_12	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_13	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_14	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_15	1.1.1.79,1.1.1.81
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_16	2.5.1.18
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_17	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_18	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_19	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_20	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_21	4.2.1.2
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_22	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_23	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_24	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_25	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_26	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_27	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_28	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_29	4.4.1.8
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_30	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_31	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_32	6.3.1.2
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_33	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_34	2.7.13.3
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_35	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_36	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_37	2.3.1.51
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_38	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_39	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_40	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_41	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000014_42	6.1.1.9
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000015_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000015_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000015_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000016_1	6.1.1.19
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000016_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000017_1	1.8.1.8
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000017_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000017_3	4.2.1.10
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_1	2.8.4.3
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_6	2.3.1.8
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_7	2.7.2.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_8	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_9	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_10	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_11	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_12	6.3.5.5
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_13	6.3.5.5
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_14	1.17.1.8
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_15	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_16	6.2.1.17
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_17	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_18	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_19	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_20	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_21	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_22	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_23	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_26	2.5.1.18
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_27	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_28	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_29	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_30	2.3.1.31
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_31	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_32	1.1.1.30
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_33	2.7.1.23
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000018_34	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000019_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000019_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000019_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000019_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000019_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000020_1	3.5.1.18
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000020_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000020_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000020_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000021_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000021_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000021_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000022_1	2.7.1.130
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000022_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000022_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000023_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000023_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000024_1	3.4.21.88
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000024_2	1.9.3.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000024_3	1.9.3.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000024_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000024_5	1.9.3.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000024_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000024_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000025_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000025_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000025_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000025_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000025_5	
