#query	EC
TARA_ARC_108_MAG_00201_000000000008_2	1.1.1.38,1.1.1.40
TARA_ARC_108_MAG_00201_000000000008_3	3.6.4.12
TARA_ARC_108_MAG_00201_000000000008_4	-
TARA_ARC_108_MAG_00201_000000000008_5	-
TARA_ARC_108_MAG_00201_000000000008_6	-
TARA_ARC_108_MAG_00201_000000000008_7	-
TARA_ARC_108_MAG_00201_000000000008_8	-
TARA_ARC_108_MAG_00201_000000000008_9	-
TARA_ARC_108_MAG_00201_000000000008_11	-
TARA_ARC_108_MAG_00201_000000000008_12	-
TARA_ARC_108_MAG_00201_000000000008_13	-
TARA_ARC_108_MAG_00201_000000000008_14	-
TARA_ARC_108_MAG_00201_000000000008_15	-
TARA_ARC_108_MAG_00201_000000000008_16	-
TARA_ARC_108_MAG_00201_000000000008_17	-
TARA_ARC_108_MAG_00201_000000000008_18	1.9.3.1
TARA_ARC_108_MAG_00201_000000000008_19	1.9.3.1
TARA_ARC_108_MAG_00201_000000000008_20	2.5.1.141
TARA_ARC_108_MAG_00201_000000000008_21	-
TARA_ARC_108_MAG_00201_000000000008_22	-
TARA_ARC_108_MAG_00201_000000000008_23	4.2.1.18
TARA_ARC_108_MAG_00201_000000000008_24	-
TARA_ARC_108_MAG_00201_000000000008_25	6.1.1.4
TARA_ARC_108_MAG_00201_000000000009_1	-
TARA_ARC_108_MAG_00201_000000000009_2	-
TARA_ARC_108_MAG_00201_000000000009_3	-
TARA_ARC_108_MAG_00201_000000000009_4	-
TARA_ARC_108_MAG_00201_000000000009_5	-
TARA_ARC_108_MAG_00201_000000000009_6	-
TARA_ARC_108_MAG_00201_000000000009_7	-
TARA_ARC_108_MAG_00201_000000000009_8	-
TARA_ARC_108_MAG_00201_000000000009_9	-
TARA_ARC_108_MAG_00201_000000000009_10	-
TARA_ARC_108_MAG_00201_000000000009_12	-
TARA_ARC_108_MAG_00201_000000000009_13	2.7.7.7
TARA_ARC_108_MAG_00201_000000000009_14	-
TARA_ARC_108_MAG_00201_000000000009_15	2.3.2.2,3.4.19.13
TARA_ARC_108_MAG_00201_000000000009_16	-
TARA_ARC_108_MAG_00201_000000000009_17	-
TARA_ARC_108_MAG_00201_000000000009_18	5.4.99.23,5.4.99.26
TARA_ARC_108_MAG_00201_000000000009_20	-
TARA_ARC_108_MAG_00201_000000000009_21	-
TARA_ARC_108_MAG_00201_000000000009_22	-
TARA_ARC_108_MAG_00201_000000000009_23	-
TARA_ARC_108_MAG_00201_000000000009_24	-
TARA_ARC_108_MAG_00201_000000000009_25	-
TARA_ARC_108_MAG_00201_000000000009_26	-
TARA_ARC_108_MAG_00201_000000000009_27	3.2.1.52
TARA_ARC_108_MAG_00201_000000000009_31	-
TARA_ARC_108_MAG_00201_000000000010_1	3.6.1.1
TARA_ARC_108_MAG_00201_000000000010_2	3.6.1.1
TARA_ARC_108_MAG_00201_000000000010_3	1.2.4.1
TARA_ARC_108_MAG_00201_000000000010_4	-
TARA_ARC_108_MAG_00201_000000000010_5	-
TARA_ARC_108_MAG_00201_000000000010_6	-
TARA_ARC_108_MAG_00201_000000000010_7	-
TARA_ARC_108_MAG_00201_000000000010_8	2.1.1.45
TARA_ARC_108_MAG_00201_000000000010_9	-
TARA_ARC_108_MAG_00201_000000000010_10	1.5.1.3
TARA_ARC_108_MAG_00201_000000000010_11	-
TARA_ARC_108_MAG_00201_000000000011_1	-
TARA_ARC_108_MAG_00201_000000000011_2	-
TARA_ARC_108_MAG_00201_000000000011_3	1.8.4.14
TARA_ARC_108_MAG_00201_000000000011_5	2.1.2.3,3.5.4.10
TARA_ARC_108_MAG_00201_000000000011_6	-
TARA_ARC_108_MAG_00201_000000000011_7	-
TARA_ARC_108_MAG_00201_000000000011_8	-
TARA_ARC_108_MAG_00201_000000000011_9	3.4.16.4
TARA_ARC_108_MAG_00201_000000000011_10	-
TARA_ARC_108_MAG_00201_000000000011_11	-
TARA_ARC_108_MAG_00201_000000000011_12	6.1.1.15
TARA_ARC_108_MAG_00201_000000000011_13	-
TARA_ARC_108_MAG_00201_000000000011_14	-
TARA_ARC_108_MAG_00201_000000000011_15	-
TARA_ARC_108_MAG_00201_000000000011_16	2.1.1.163,2.1.1.201
TARA_ARC_108_MAG_00201_000000000011_17	-
TARA_ARC_108_MAG_00201_000000000011_18	-
TARA_ARC_108_MAG_00201_000000000011_19	-
TARA_ARC_108_MAG_00201_000000000011_20	4.1.2.13
TARA_ARC_108_MAG_00201_000000000012_1	-
TARA_ARC_108_MAG_00201_000000000012_2	1.5.1.5,3.5.4.9
TARA_ARC_108_MAG_00201_000000000012_3	3.6.5.4
TARA_ARC_108_MAG_00201_000000000012_4	-
TARA_ARC_108_MAG_00201_000000000012_6	-
TARA_ARC_108_MAG_00201_000000000012_7	-
TARA_ARC_108_MAG_00201_000000000012_8	-
TARA_ARC_108_MAG_00201_000000000012_9	1.8.4.12
TARA_ARC_108_MAG_00201_000000000012_10	-
TARA_ARC_108_MAG_00201_000000000012_11	-
TARA_ARC_108_MAG_00201_000000000012_12	-
TARA_ARC_108_MAG_00201_000000000012_13	-
TARA_ARC_108_MAG_00201_000000000012_14	-
TARA_ARC_108_MAG_00201_000000000012_15	-
TARA_ARC_108_MAG_00201_000000000012_16	-
TARA_ARC_108_MAG_00201_000000000012_17	4.3.2.2
TARA_ARC_108_MAG_00201_000000000012_18	-
TARA_ARC_108_MAG_00201_000000000012_19	2.8.1.13
TARA_ARC_108_MAG_00201_000000000012_20	-
TARA_ARC_108_MAG_00201_000000000012_21	1.3.1.9
TARA_ARC_108_MAG_00201_000000000012_22	-
TARA_ARC_108_MAG_00201_000000000012_23	-
TARA_ARC_108_MAG_00201_000000000012_24	-
TARA_ARC_108_MAG_00201_000000000012_26	3.2.2.27
TARA_ARC_108_MAG_00201_000000000012_27	-
TARA_ARC_108_MAG_00201_000000000012_28	-
TARA_ARC_108_MAG_00201_000000000012_29	2.4.2.3
TARA_ARC_108_MAG_00201_000000000012_30	-
TARA_ARC_108_MAG_00201_000000000012_31	-
TARA_ARC_108_MAG_00201_000000000012_32	-
TARA_ARC_108_MAG_00201_000000000012_33	-
TARA_ARC_108_MAG_00201_000000000012_34	-
TARA_ARC_108_MAG_00201_000000000012_35	4.2.1.96
TARA_ARC_108_MAG_00201_000000000013_1	1.5.1.2
TARA_ARC_108_MAG_00201_000000000013_2	1.2.1.38
TARA_ARC_108_MAG_00201_000000000013_3	6.3.4.5
TARA_ARC_108_MAG_00201_000000000013_4	-
TARA_ARC_108_MAG_00201_000000000013_5	-
TARA_ARC_108_MAG_00201_000000000014_1	5.2.1.8
TARA_ARC_108_MAG_00201_000000000014_2	-
TARA_ARC_108_MAG_00201_000000000014_3	-
TARA_ARC_108_MAG_00201_000000000014_4	5.2.1.8
TARA_ARC_108_MAG_00201_000000000015_1	1.13.11.11
TARA_ARC_108_MAG_00201_000000000015_2	1.13.11.27
TARA_ARC_108_MAG_00201_000000000015_3	1.13.11.5
TARA_ARC_108_MAG_00201_000000000015_4	1.16.3.2
TARA_ARC_108_MAG_00201_000000000015_5	-
TARA_ARC_108_MAG_00201_000000000015_6	-
TARA_ARC_108_MAG_00201_000000000015_8	1.8.1.9
TARA_ARC_108_MAG_00201_000000000015_9	-
TARA_ARC_108_MAG_00201_000000000015_10	-
TARA_ARC_108_MAG_00201_000000000015_11	2.1.1.63
TARA_ARC_108_MAG_00201_000000000015_12	2.1.1.33
TARA_ARC_108_MAG_00201_000000000015_13	-
TARA_ARC_108_MAG_00201_000000000015_14	-
TARA_ARC_108_MAG_00201_000000000015_15	2.4.2.9
TARA_ARC_108_MAG_00201_000000000015_16	-
TARA_ARC_108_MAG_00201_000000000015_17	-
TARA_ARC_108_MAG_00201_000000000015_18	2.7.4.8
TARA_ARC_108_MAG_00201_000000000015_19	2.7.7.18
TARA_ARC_108_MAG_00201_000000000015_20	-
TARA_ARC_108_MAG_00201_000000000015_21	-
TARA_ARC_108_MAG_00201_000000000015_22	4.1.2.50,4.2.3.12
TARA_ARC_108_MAG_00201_000000000015_23	-
TARA_ARC_108_MAG_00201_000000000015_24	-
TARA_ARC_108_MAG_00201_000000000015_25	3.1.1.29
TARA_ARC_108_MAG_00201_000000000015_26	-
TARA_ARC_108_MAG_00201_000000000016_2	1.4.1.1
TARA_ARC_108_MAG_00201_000000000016_3	-
TARA_ARC_108_MAG_00201_000000000016_4	-
TARA_ARC_108_MAG_00201_000000000016_5	-
TARA_ARC_108_MAG_00201_000000000017_2	-
TARA_ARC_108_MAG_00201_000000000017_3	-
TARA_ARC_108_MAG_00201_000000000017_4	-
TARA_ARC_108_MAG_00201_000000000017_5	2.2.1.2
TARA_ARC_108_MAG_00201_000000000017_6	2.2.1.9
TARA_ARC_108_MAG_00201_000000000017_7	-
TARA_ARC_108_MAG_00201_000000000017_8	-
TARA_ARC_108_MAG_00201_000000000017_9	-
TARA_ARC_108_MAG_00201_000000000017_10	4.1.3.36
TARA_ARC_108_MAG_00201_000000000017_11	3.5.1.10
TARA_ARC_108_MAG_00201_000000000017_12	-
TARA_ARC_108_MAG_00201_000000000017_14	-
TARA_ARC_108_MAG_00201_000000000017_15	3.5.1.42
TARA_ARC_108_MAG_00201_000000000017_16	-
TARA_ARC_108_MAG_00201_000000000017_17	-
TARA_ARC_108_MAG_00201_000000000017_18	-
TARA_ARC_108_MAG_00201_000000000017_19	-
TARA_ARC_108_MAG_00201_000000000017_20	-
TARA_ARC_108_MAG_00201_000000000017_21	-
TARA_ARC_108_MAG_00201_000000000017_22	4.2.1.46
TARA_ARC_108_MAG_00201_000000000017_23	1.1.1.133
TARA_ARC_108_MAG_00201_000000000017_24	5.1.3.13
TARA_ARC_108_MAG_00201_000000000017_25	2.7.7.24
TARA_ARC_108_MAG_00201_000000000017_26	-
TARA_ARC_108_MAG_00201_000000000017_28	-
TARA_ARC_108_MAG_00201_000000000017_29	-
TARA_ARC_108_MAG_00201_000000000017_30	-
TARA_ARC_108_MAG_00201_000000000017_31	-
TARA_ARC_108_MAG_00201_000000000017_32	-
TARA_ARC_108_MAG_00201_000000000017_33	-
TARA_ARC_108_MAG_00201_000000000017_34	-
TARA_ARC_108_MAG_00201_000000000017_35	-
TARA_ARC_108_MAG_00201_000000000017_36	-
TARA_ARC_108_MAG_00201_000000000017_37	-
TARA_ARC_108_MAG_00201_000000000017_38	-
TARA_ARC_108_MAG_00201_000000000017_39	-
TARA_ARC_108_MAG_00201_000000000017_40	-
TARA_ARC_108_MAG_00201_000000000017_41	4.1.1.35
TARA_ARC_108_MAG_00201_000000000017_42	1.1.1.22
TARA_ARC_108_MAG_00201_000000000017_43	-
TARA_ARC_108_MAG_00201_000000000017_44	-
TARA_ARC_108_MAG_00201_000000000017_45	3.5.1.4
TARA_ARC_108_MAG_00201_000000000017_46	-
TARA_ARC_108_MAG_00201_000000000017_47	-
TARA_ARC_108_MAG_00201_000000000017_48	-
TARA_ARC_108_MAG_00201_000000000017_49	-
TARA_ARC_108_MAG_00201_000000000017_50	-
TARA_ARC_108_MAG_00201_000000000017_51	-
TARA_ARC_108_MAG_00201_000000000017_52	-
TARA_ARC_108_MAG_00201_000000000017_53	2.8.1.8
TARA_ARC_108_MAG_00201_000000000017_54	3.4.13.19
TARA_ARC_108_MAG_00201_000000000017_56	4.2.1.22
TARA_ARC_108_MAG_00201_000000000017_57	-
TARA_ARC_108_MAG_00201_000000000017_58	-
TARA_ARC_108_MAG_00201_000000000017_59	-
TARA_ARC_108_MAG_00201_000000000017_61	-
TARA_ARC_108_MAG_00201_000000000017_62	6.1.1.19
TARA_ARC_108_MAG_00201_000000000017_63	1.8.1.4
TARA_ARC_108_MAG_00201_000000000017_64	1.8.1.4
TARA_ARC_108_MAG_00201_000000000017_65	1.8.1.4
TARA_ARC_108_MAG_00201_000000000017_66	-
TARA_ARC_108_MAG_00201_000000000017_67	-
TARA_ARC_108_MAG_00201_000000000017_68	-
TARA_ARC_108_MAG_00201_000000000017_69	-
TARA_ARC_108_MAG_00201_000000000017_70	-
TARA_ARC_108_MAG_00201_000000000017_72	-
TARA_ARC_108_MAG_00201_000000000017_73	-
TARA_ARC_108_MAG_00201_000000000017_74	2.1.1.181
TARA_ARC_108_MAG_00201_000000000017_75	-
TARA_ARC_108_MAG_00201_000000000017_76	-
TARA_ARC_108_MAG_00201_000000000018_1	6.3.5.3
TARA_ARC_108_MAG_00201_000000000018_2	-
TARA_ARC_108_MAG_00201_000000000018_3	-
TARA_ARC_108_MAG_00201_000000000018_5	-
TARA_ARC_108_MAG_00201_000000000018_6	-
TARA_ARC_108_MAG_00201_000000000018_7	-
TARA_ARC_108_MAG_00201_000000000018_8	-
TARA_ARC_108_MAG_00201_000000000018_9	-
TARA_ARC_108_MAG_00201_000000000018_10	-
TARA_ARC_108_MAG_00201_000000000018_11	-
TARA_ARC_108_MAG_00201_000000000018_12	-
TARA_ARC_108_MAG_00201_000000000018_13	6.2.1.3
TARA_ARC_108_MAG_00201_000000000018_14	6.2.1.3
TARA_ARC_108_MAG_00201_000000000018_15	-
TARA_ARC_108_MAG_00201_000000000018_16	-
TARA_ARC_108_MAG_00201_000000000018_17	-
TARA_ARC_108_MAG_00201_000000000018_18	-
TARA_ARC_108_MAG_00201_000000000018_20	-
TARA_ARC_108_MAG_00201_000000000018_21	-
TARA_ARC_108_MAG_00201_000000000018_22	-
TARA_ARC_108_MAG_00201_000000000018_23	-
TARA_ARC_108_MAG_00201_000000000018_24	-
TARA_ARC_108_MAG_00201_000000000018_26	-
TARA_ARC_108_MAG_00201_000000000019_1	-
TARA_ARC_108_MAG_00201_000000000019_2	2.7.13.3
TARA_ARC_108_MAG_00201_000000000019_3	-
TARA_ARC_108_MAG_00201_000000000019_4	-
TARA_ARC_108_MAG_00201_000000000019_5	-
TARA_ARC_108_MAG_00201_000000000019_6	-
TARA_ARC_108_MAG_00201_000000000019_7	-
TARA_ARC_108_MAG_00201_000000000019_8	-
TARA_ARC_108_MAG_00201_000000000019_9	-
TARA_ARC_108_MAG_00201_000000000019_10	1.1.3.41
TARA_ARC_108_MAG_00201_000000000019_12	2.7.7.7
TARA_ARC_108_MAG_00201_000000000020_1	5.4.99.23,5.4.99.28,5.4.99.29
TARA_ARC_108_MAG_00201_000000000020_2	-
TARA_ARC_108_MAG_00201_000000000020_3	3.5.1.11
TARA_ARC_108_MAG_00201_000000000020_4	-
TARA_ARC_108_MAG_00201_000000000020_5	5.1.3.2
TARA_ARC_108_MAG_00201_000000000020_6	-
TARA_ARC_108_MAG_00201_000000000020_7	-
TARA_ARC_108_MAG_00201_000000000020_8	-
TARA_ARC_108_MAG_00201_000000000020_9	-
TARA_ARC_108_MAG_00201_000000000020_10	-
TARA_ARC_108_MAG_00201_000000000021_1	5.2.1.8
TARA_ARC_108_MAG_00201_000000000021_2	-
TARA_ARC_108_MAG_00201_000000000021_3	-
TARA_ARC_108_MAG_00201_000000000021_4	-
TARA_ARC_108_MAG_00201_000000000021_5	-
TARA_ARC_108_MAG_00201_000000000021_6	-
TARA_ARC_108_MAG_00201_000000000022_1	6.3.5.5
TARA_ARC_108_MAG_00201_000000000022_2	-
TARA_ARC_108_MAG_00201_000000000022_3	-
TARA_ARC_108_MAG_00201_000000000022_4	-
TARA_ARC_108_MAG_00201_000000000022_5	-
TARA_ARC_108_MAG_00201_000000000022_6	-
TARA_ARC_108_MAG_00201_000000000022_7	-
TARA_ARC_108_MAG_00201_000000000022_8	-
TARA_ARC_108_MAG_00201_000000000022_9	-
TARA_ARC_108_MAG_00201_000000000022_10	-
TARA_ARC_108_MAG_00201_000000000022_11	3.1.3.10
TARA_ARC_108_MAG_00201_000000000022_12	1.1.1.193,3.5.4.26
TARA_ARC_108_MAG_00201_000000000022_13	-
TARA_ARC_108_MAG_00201_000000000022_14	-
TARA_ARC_108_MAG_00201_000000000022_15	2.1.1.297
TARA_ARC_108_MAG_00201_000000000022_16	-
TARA_ARC_108_MAG_00201_000000000022_17	-
TARA_ARC_108_MAG_00201_000000000022_18	3.1.3.48
TARA_ARC_108_MAG_00201_000000000022_19	2.1.1.198
TARA_ARC_108_MAG_00201_000000000022_20	-
TARA_ARC_108_MAG_00201_000000000022_21	-
TARA_ARC_108_MAG_00201_000000000022_22	2.3.1.57
TARA_ARC_108_MAG_00201_000000000022_23	5.1.1.7
TARA_ARC_108_MAG_00201_000000000022_24	-
TARA_ARC_108_MAG_00201_000000000022_25	1.2.1.12
TARA_ARC_108_MAG_00201_000000000022_26	-
TARA_ARC_108_MAG_00201_000000000022_27	-
TARA_ARC_108_MAG_00201_000000000022_28	-
TARA_ARC_108_MAG_00201_000000000022_29	2.6.1.42,4.1.3.38
TARA_ARC_108_MAG_00201_000000000022_30	-
TARA_ARC_108_MAG_00201_000000000022_31	-
TARA_ARC_108_MAG_00201_000000000022_32	2.1.2.9
TARA_ARC_108_MAG_00201_000000000022_33	3.6.4.12
TARA_ARC_108_MAG_00201_000000000022_34	-
TARA_ARC_108_MAG_00201_000000000022_35	-
TARA_ARC_108_MAG_00201_000000000022_36	5.2.1.8
TARA_ARC_108_MAG_00201_000000000022_37	-
TARA_ARC_108_MAG_00201_000000000022_38	5.2.1.8
TARA_ARC_108_MAG_00201_000000000022_39	-
TARA_ARC_108_MAG_00201_000000000022_40	2.1.1.171
TARA_ARC_108_MAG_00201_000000000022_41	-
TARA_ARC_108_MAG_00201_000000000022_42	-
TARA_ARC_108_MAG_00201_000000000022_43	3.1.11.5
TARA_ARC_108_MAG_00201_000000000022_44	-
TARA_ARC_108_MAG_00201_000000000022_45	2.7.4.1
TARA_ARC_108_MAG_00201_000000000022_46	2.7.4.1
TARA_ARC_108_MAG_00201_000000000022_47	1.20.4.1
TARA_ARC_108_MAG_00201_000000000022_48	-
TARA_ARC_108_MAG_00201_000000000022_49	2.8.1.7
TARA_ARC_108_MAG_00201_000000000023_1	4.6.1.13
TARA_ARC_108_MAG_00201_000000000023_2	-
TARA_ARC_108_MAG_00201_000000000023_3	-
TARA_ARC_108_MAG_00201_000000000023_7	6.3.2.45,6.3.2.8
TARA_ARC_108_MAG_00201_000000000023_8	-
TARA_ARC_108_MAG_00201_000000000023_9	-
TARA_ARC_108_MAG_00201_000000000023_10	-
TARA_ARC_108_MAG_00201_000000000023_11	-
TARA_ARC_108_MAG_00201_000000000023_12	2.5.1.55
TARA_ARC_108_MAG_00201_000000000023_13	-
TARA_ARC_108_MAG_00201_000000000023_14	-
TARA_ARC_108_MAG_00201_000000000023_15	-
TARA_ARC_108_MAG_00201_000000000023_16	-
TARA_ARC_108_MAG_00201_000000000024_1	-
TARA_ARC_108_MAG_00201_000000000024_3	-
TARA_ARC_108_MAG_00201_000000000024_4	-
TARA_ARC_108_MAG_00201_000000000024_5	-
TARA_ARC_108_MAG_00201_000000000024_6	-
TARA_ARC_108_MAG_00201_000000000024_7	-
TARA_ARC_108_MAG_00201_000000000025_1	2.4.99.17
TARA_ARC_108_MAG_00201_000000000025_2	2.1.1.192
TARA_ARC_108_MAG_00201_000000000025_4	2.5.1.90
TARA_ARC_108_MAG_00201_000000000025_5	-
TARA_ARC_108_MAG_00201_000000000025_6	-
TARA_ARC_108_MAG_00201_000000000025_7	-
TARA_ARC_108_MAG_00201_000000000026_1	-
TARA_ARC_108_MAG_00201_000000000026_2	-
TARA_ARC_108_MAG_00201_000000000026_3	6.1.1.20
TARA_ARC_108_MAG_00201_000000000026_4	1.4.1.4
TARA_ARC_108_MAG_00201_000000000026_5	-
TARA_ARC_108_MAG_00201_000000000026_6	-
TARA_ARC_108_MAG_00201_000000000026_7	2.7.7.7
TARA_ARC_108_MAG_00201_000000000026_8	-
TARA_ARC_108_MAG_00201_000000000026_9	-
TARA_ARC_108_MAG_00201_000000000026_10	-
TARA_ARC_108_MAG_00201_000000000026_11	-
TARA_ARC_108_MAG_00201_000000000026_12	-
TARA_ARC_108_MAG_00201_000000000026_13	4.2.1.59
TARA_ARC_108_MAG_00201_000000000026_14	-
TARA_ARC_108_MAG_00201_000000000026_15	-
TARA_ARC_108_MAG_00201_000000000026_16	-
TARA_ARC_108_MAG_00201_000000000026_17	-
TARA_ARC_108_MAG_00201_000000000026_18	-
TARA_ARC_108_MAG_00201_000000000026_19	3.6.3.30
TARA_ARC_108_MAG_00201_000000000026_20	-
TARA_ARC_108_MAG_00201_000000000026_21	-
TARA_ARC_108_MAG_00201_000000000026_22	-
TARA_ARC_108_MAG_00201_000000000026_23	-
TARA_ARC_108_MAG_00201_000000000026_24	-
TARA_ARC_108_MAG_00201_000000000026_25	-
TARA_ARC_108_MAG_00201_000000000027_1	-
TARA_ARC_108_MAG_00201_000000000027_2	5.3.1.9
TARA_ARC_108_MAG_00201_000000000027_3	-
TARA_ARC_108_MAG_00201_000000000027_4	-
TARA_ARC_108_MAG_00201_000000000027_5	1.13.11.11
TARA_ARC_108_MAG_00201_000000000028_1	2.7.13.3
TARA_ARC_108_MAG_00201_000000000028_2	-
TARA_ARC_108_MAG_00201_000000000028_3	-
TARA_ARC_108_MAG_00201_000000000028_5	-
TARA_ARC_108_MAG_00201_000000000028_6	5.1.3.1
TARA_ARC_108_MAG_00201_000000000028_7	2.7.7.7
TARA_ARC_108_MAG_00201_000000000028_8	-
TARA_ARC_108_MAG_00201_000000000029_1	1.2.4.2
TARA_ARC_108_MAG_00201_000000000029_2	2.3.1.61
TARA_ARC_108_MAG_00201_000000000029_3	-
TARA_ARC_108_MAG_00201_000000000029_4	-
TARA_ARC_108_MAG_00201_000000000030_1	-
TARA_ARC_108_MAG_00201_000000000030_2	2.4.1.12
TARA_ARC_108_MAG_00201_000000000030_3	-
TARA_ARC_108_MAG_00201_000000000030_4	-
TARA_ARC_108_MAG_00201_000000000030_5	-
TARA_ARC_108_MAG_00201_000000000030_6	-
TARA_ARC_108_MAG_00201_000000000030_7	-
