#query	EC
TARA_ARC_108_MAG_00083_000000000026_13	2.7.7.77
TARA_ARC_108_MAG_00083_000000000026_14	-
TARA_ARC_108_MAG_00083_000000000026_15	-
TARA_ARC_108_MAG_00083_000000000026_16	-
TARA_ARC_108_MAG_00083_000000000026_17	-
TARA_ARC_108_MAG_00083_000000000027_1	-
TARA_ARC_108_MAG_00083_000000000027_2	-
TARA_ARC_108_MAG_00083_000000000027_3	-
TARA_ARC_108_MAG_00083_000000000027_4	-
TARA_ARC_108_MAG_00083_000000000027_5	2.7.1.165
TARA_ARC_108_MAG_00083_000000000027_6	1.13.12.16
TARA_ARC_108_MAG_00083_000000000027_7	2.3.1.9
TARA_ARC_108_MAG_00083_000000000027_8	-
TARA_ARC_108_MAG_00083_000000000027_9	-
TARA_ARC_108_MAG_00083_000000000027_10	-
TARA_ARC_108_MAG_00083_000000000027_11	-
TARA_ARC_108_MAG_00083_000000000027_13	-
TARA_ARC_108_MAG_00083_000000000027_14	-
TARA_ARC_108_MAG_00083_000000000027_15	-
TARA_ARC_108_MAG_00083_000000000027_16	2.2.1.6
TARA_ARC_108_MAG_00083_000000000027_17	-
TARA_ARC_108_MAG_00083_000000000028_1	4.3.1.12
TARA_ARC_108_MAG_00083_000000000028_2	-
TARA_ARC_108_MAG_00083_000000000028_3	-
TARA_ARC_108_MAG_00083_000000000028_4	-
TARA_ARC_108_MAG_00083_000000000028_5	-
TARA_ARC_108_MAG_00083_000000000028_6	6.3.2.12,6.3.2.17
TARA_ARC_108_MAG_00083_000000000028_7	2.1.3.15,6.4.1.2
TARA_ARC_108_MAG_00083_000000000028_8	-
TARA_ARC_108_MAG_00083_000000000028_9	-
TARA_ARC_108_MAG_00083_000000000028_10	4.2.1.9
TARA_ARC_108_MAG_00083_000000000029_1	-
TARA_ARC_108_MAG_00083_000000000029_2	-
TARA_ARC_108_MAG_00083_000000000029_3	-
TARA_ARC_108_MAG_00083_000000000029_4	-
TARA_ARC_108_MAG_00083_000000000029_5	1.8.2.1
TARA_ARC_108_MAG_00083_000000000030_1	-
TARA_ARC_108_MAG_00083_000000000030_2	3.1.3.25
TARA_ARC_108_MAG_00083_000000000030_3	-
TARA_ARC_108_MAG_00083_000000000030_4	-
TARA_ARC_108_MAG_00083_000000000030_5	1.2.1.88,1.5.5.2
TARA_ARC_108_MAG_00083_000000000030_6	-
TARA_ARC_108_MAG_00083_000000000030_7	3.1.3.3
TARA_ARC_108_MAG_00083_000000000030_8	6.1.1.10
TARA_ARC_108_MAG_00083_000000000030_9	-
TARA_ARC_108_MAG_00083_000000000030_10	-
TARA_ARC_108_MAG_00083_000000000030_11	-
TARA_ARC_108_MAG_00083_000000000030_13	-
TARA_ARC_108_MAG_00083_000000000030_14	-
TARA_ARC_108_MAG_00083_000000000030_15	-
TARA_ARC_108_MAG_00083_000000000030_16	-
TARA_ARC_108_MAG_00083_000000000030_17	-
TARA_ARC_108_MAG_00083_000000000030_18	-
TARA_ARC_108_MAG_00083_000000000031_1	2.5.1.48
TARA_ARC_108_MAG_00083_000000000031_2	4.3.2.2
TARA_ARC_108_MAG_00083_000000000031_3	-
TARA_ARC_108_MAG_00083_000000000031_4	2.3.1.241
TARA_ARC_108_MAG_00083_000000000032_1	1.1.1.31
TARA_ARC_108_MAG_00083_000000000032_3	-
TARA_ARC_108_MAG_00083_000000000032_4	1.8.1.4
TARA_ARC_108_MAG_00083_000000000032_5	-
TARA_ARC_108_MAG_00083_000000000032_6	-
TARA_ARC_108_MAG_00083_000000000032_7	2.4.99.17
TARA_ARC_108_MAG_00083_000000000032_8	-
TARA_ARC_108_MAG_00083_000000000032_9	1.11.1.15
TARA_ARC_108_MAG_00083_000000000032_10	-
TARA_ARC_108_MAG_00083_000000000032_11	-
TARA_ARC_108_MAG_00083_000000000032_12	-
TARA_ARC_108_MAG_00083_000000000032_13	5.2.1.8
TARA_ARC_108_MAG_00083_000000000032_14	5.2.1.8
TARA_ARC_108_MAG_00083_000000000032_15	2.7.2.3
TARA_ARC_108_MAG_00083_000000000032_16	-
TARA_ARC_108_MAG_00083_000000000032_17	1.2.4.1
TARA_ARC_108_MAG_00083_000000000032_18	1.2.4.1
TARA_ARC_108_MAG_00083_000000000032_19	1.2.4.1,2.3.1.12
TARA_ARC_108_MAG_00083_000000000032_20	2.3.1.30
TARA_ARC_108_MAG_00083_000000000032_21	-
TARA_ARC_108_MAG_00083_000000000032_22	-
TARA_ARC_108_MAG_00083_000000000032_23	-
TARA_ARC_108_MAG_00083_000000000032_24	-
TARA_ARC_108_MAG_00083_000000000032_25	-
TARA_ARC_108_MAG_00083_000000000032_26	-
TARA_ARC_108_MAG_00083_000000000032_27	-
TARA_ARC_108_MAG_00083_000000000032_28	-
TARA_ARC_108_MAG_00083_000000000032_29	-
TARA_ARC_108_MAG_00083_000000000032_30	-
TARA_ARC_108_MAG_00083_000000000032_31	-
TARA_ARC_108_MAG_00083_000000000032_32	-
TARA_ARC_108_MAG_00083_000000000032_33	-
TARA_ARC_108_MAG_00083_000000000032_34	-
TARA_ARC_108_MAG_00083_000000000032_35	-
TARA_ARC_108_MAG_00083_000000000032_36	-
TARA_ARC_108_MAG_00083_000000000032_37	-
TARA_ARC_108_MAG_00083_000000000032_38	2.3.1.179
TARA_ARC_108_MAG_00083_000000000032_39	-
TARA_ARC_108_MAG_00083_000000000032_40	-
TARA_ARC_108_MAG_00083_000000000032_41	1.1.1.100
TARA_ARC_108_MAG_00083_000000000032_42	2.3.1.39
TARA_ARC_108_MAG_00083_000000000032_43	-
TARA_ARC_108_MAG_00083_000000000032_44	-
TARA_ARC_108_MAG_00083_000000000032_45	-
TARA_ARC_108_MAG_00083_000000000032_47	-
TARA_ARC_108_MAG_00083_000000000032_48	-
TARA_ARC_108_MAG_00083_000000000032_49	-
TARA_ARC_108_MAG_00083_000000000032_50	-
TARA_ARC_108_MAG_00083_000000000032_51	-
TARA_ARC_108_MAG_00083_000000000032_52	-
TARA_ARC_108_MAG_00083_000000000032_53	-
TARA_ARC_108_MAG_00083_000000000032_54	-
TARA_ARC_108_MAG_00083_000000000032_55	-
TARA_ARC_108_MAG_00083_000000000032_56	-
TARA_ARC_108_MAG_00083_000000000032_57	-
TARA_ARC_108_MAG_00083_000000000032_58	-
TARA_ARC_108_MAG_00083_000000000032_59	-
TARA_ARC_108_MAG_00083_000000000032_60	-
TARA_ARC_108_MAG_00083_000000000032_61	-
TARA_ARC_108_MAG_00083_000000000033_1	3.6.3.14
TARA_ARC_108_MAG_00083_000000000033_2	-
TARA_ARC_108_MAG_00083_000000000033_3	-
TARA_ARC_108_MAG_00083_000000000033_4	-
TARA_ARC_108_MAG_00083_000000000033_5	-
TARA_ARC_108_MAG_00083_000000000033_6	-
TARA_ARC_108_MAG_00083_000000000033_7	-
TARA_ARC_108_MAG_00083_000000000033_8	-
TARA_ARC_108_MAG_00083_000000000033_9	-
TARA_ARC_108_MAG_00083_000000000033_10	-
TARA_ARC_108_MAG_00083_000000000033_11	-
TARA_ARC_108_MAG_00083_000000000033_12	-
TARA_ARC_108_MAG_00083_000000000033_13	-
TARA_ARC_108_MAG_00083_000000000033_14	-
TARA_ARC_108_MAG_00083_000000000033_15	-
TARA_ARC_108_MAG_00083_000000000033_16	-
TARA_ARC_108_MAG_00083_000000000033_17	-
TARA_ARC_108_MAG_00083_000000000033_18	-
TARA_ARC_108_MAG_00083_000000000033_19	-
TARA_ARC_108_MAG_00083_000000000033_20	-
TARA_ARC_108_MAG_00083_000000000033_21	-
TARA_ARC_108_MAG_00083_000000000033_23	-
TARA_ARC_108_MAG_00083_000000000033_25	-
TARA_ARC_108_MAG_00083_000000000033_26	-
TARA_ARC_108_MAG_00083_000000000033_27	-
TARA_ARC_108_MAG_00083_000000000033_29	-
TARA_ARC_108_MAG_00083_000000000033_30	-
TARA_ARC_108_MAG_00083_000000000033_31	-
TARA_ARC_108_MAG_00083_000000000034_1	-
TARA_ARC_108_MAG_00083_000000000034_2	-
TARA_ARC_108_MAG_00083_000000000034_3	1.20.4.1,3.1.3.48
TARA_ARC_108_MAG_00083_000000000034_4	-
TARA_ARC_108_MAG_00083_000000000034_5	1.1.1.23
TARA_ARC_108_MAG_00083_000000000034_6	-
TARA_ARC_108_MAG_00083_000000000034_7	2.5.1.7
TARA_ARC_108_MAG_00083_000000000034_10	-
TARA_ARC_108_MAG_00083_000000000034_11	1.13.11.79
TARA_ARC_108_MAG_00083_000000000034_12	-
TARA_ARC_108_MAG_00083_000000000034_13	-
TARA_ARC_108_MAG_00083_000000000034_14	-
TARA_ARC_108_MAG_00083_000000000034_15	-
TARA_ARC_108_MAG_00083_000000000034_16	-
TARA_ARC_108_MAG_00083_000000000034_17	1.14.11.2
TARA_ARC_108_MAG_00083_000000000034_18	-
TARA_ARC_108_MAG_00083_000000000034_19	-
TARA_ARC_108_MAG_00083_000000000034_20	-
TARA_ARC_108_MAG_00083_000000000034_21	1.1.2.3,1.1.3.46
TARA_ARC_108_MAG_00083_000000000034_22	-
TARA_ARC_108_MAG_00083_000000000034_23	-
TARA_ARC_108_MAG_00083_000000000034_24	-
TARA_ARC_108_MAG_00083_000000000034_25	-
TARA_ARC_108_MAG_00083_000000000034_26	-
TARA_ARC_108_MAG_00083_000000000034_27	-
TARA_ARC_108_MAG_00083_000000000035_1	2.1.2.11
TARA_ARC_108_MAG_00083_000000000035_2	6.3.2.1
TARA_ARC_108_MAG_00083_000000000035_3	1.11.1.6
TARA_ARC_108_MAG_00083_000000000035_4	3.6.3.34
TARA_ARC_108_MAG_00083_000000000035_5	-
TARA_ARC_108_MAG_00083_000000000035_6	-
TARA_ARC_108_MAG_00083_000000000036_1	-
TARA_ARC_108_MAG_00083_000000000036_2	3.5.1.10
TARA_ARC_108_MAG_00083_000000000036_3	-
TARA_ARC_108_MAG_00083_000000000036_4	2.7.1.20,2.7.1.4
TARA_ARC_108_MAG_00083_000000000036_5	4.2.99.18
TARA_ARC_108_MAG_00083_000000000036_6	2.1.1.63
TARA_ARC_108_MAG_00083_000000000036_7	-
TARA_ARC_108_MAG_00083_000000000036_8	1.4.3.19
TARA_ARC_108_MAG_00083_000000000036_9	2.1.1.61
TARA_ARC_108_MAG_00083_000000000036_10	-
TARA_ARC_108_MAG_00083_000000000036_11	-
TARA_ARC_108_MAG_00083_000000000036_12	4.3.3.7
TARA_ARC_108_MAG_00083_000000000036_13	-
TARA_ARC_108_MAG_00083_000000000036_14	2.6.1.77
TARA_ARC_108_MAG_00083_000000000036_15	3.6.4.13
TARA_ARC_108_MAG_00083_000000000037_1	1.11.1.21
TARA_ARC_108_MAG_00083_000000000037_2	-
TARA_ARC_108_MAG_00083_000000000037_3	2.3.1.247
TARA_ARC_108_MAG_00083_000000000037_4	1.13.11.3
TARA_ARC_108_MAG_00083_000000000037_5	1.13.11.3
TARA_ARC_108_MAG_00083_000000000037_6	4.1.1.44
TARA_ARC_108_MAG_00083_000000000037_7	1.1.1.1,1.1.1.284
TARA_ARC_108_MAG_00083_000000000037_8	1.3.99.16
TARA_ARC_108_MAG_00083_000000000038_1	-
TARA_ARC_108_MAG_00083_000000000038_2	-
TARA_ARC_108_MAG_00083_000000000038_3	-
TARA_ARC_108_MAG_00083_000000000038_4	-
TARA_ARC_108_MAG_00083_000000000038_5	-
TARA_ARC_108_MAG_00083_000000000039_1	2.3.1.51
TARA_ARC_108_MAG_00083_000000000039_2	-
TARA_ARC_108_MAG_00083_000000000039_3	-
TARA_ARC_108_MAG_00083_000000000039_4	4.2.1.10
TARA_ARC_108_MAG_00083_000000000039_5	-
TARA_ARC_108_MAG_00083_000000000039_7	-
TARA_ARC_108_MAG_00083_000000000039_8	-
TARA_ARC_108_MAG_00083_000000000039_9	-
TARA_ARC_108_MAG_00083_000000000039_10	3.6.3.27
TARA_ARC_108_MAG_00083_000000000039_11	-
TARA_ARC_108_MAG_00083_000000000039_12	-
TARA_ARC_108_MAG_00083_000000000039_13	-
TARA_ARC_108_MAG_00083_000000000039_14	2.7.13.3
TARA_ARC_108_MAG_00083_000000000039_15	-
TARA_ARC_108_MAG_00083_000000000039_16	2.7.4.8
TARA_ARC_108_MAG_00083_000000000039_17	-
TARA_ARC_108_MAG_00083_000000000039_18	-
TARA_ARC_108_MAG_00083_000000000039_19	2.5.1.54
TARA_ARC_108_MAG_00083_000000000039_20	-
TARA_ARC_108_MAG_00083_000000000039_21	1.1.5.2
TARA_ARC_108_MAG_00083_000000000039_22	-
TARA_ARC_108_MAG_00083_000000000039_23	-
TARA_ARC_108_MAG_00083_000000000039_24	-
TARA_ARC_108_MAG_00083_000000000039_25	-
TARA_ARC_108_MAG_00083_000000000039_26	-
TARA_ARC_108_MAG_00083_000000000039_27	-
TARA_ARC_108_MAG_00083_000000000039_28	-
