#query	EC
TARA_ARC_108_MAG_00117_000000000021_4	6.3.5.3
TARA_ARC_108_MAG_00117_000000000021_5	6.3.5.3
TARA_ARC_108_MAG_00117_000000000021_6	6.3.2.6
TARA_ARC_108_MAG_00117_000000000021_7	2.1.1.13,2.1.1.5
TARA_ARC_108_MAG_00117_000000000021_8	2.1.1.13
TARA_ARC_108_MAG_00117_000000000021_9	-
TARA_ARC_108_MAG_00117_000000000021_10	-
TARA_ARC_108_MAG_00117_000000000022_1	3.4.21.107
TARA_ARC_108_MAG_00117_000000000022_2	-
TARA_ARC_108_MAG_00117_000000000022_3	-
TARA_ARC_108_MAG_00117_000000000022_4	5.4.99.24
TARA_ARC_108_MAG_00117_000000000022_5	3.1.3.18
TARA_ARC_108_MAG_00117_000000000022_6	-
TARA_ARC_108_MAG_00117_000000000022_7	-
TARA_ARC_108_MAG_00117_000000000022_8	-
TARA_ARC_108_MAG_00117_000000000022_9	-
TARA_ARC_108_MAG_00117_000000000022_10	3.6.3.21
TARA_ARC_108_MAG_00117_000000000022_11	-
TARA_ARC_108_MAG_00117_000000000022_12	-
TARA_ARC_108_MAG_00117_000000000022_13	2.7.2.8
TARA_ARC_108_MAG_00117_000000000022_14	-
TARA_ARC_108_MAG_00117_000000000022_15	-
TARA_ARC_108_MAG_00117_000000000022_16	-
TARA_ARC_108_MAG_00117_000000000022_17	-
TARA_ARC_108_MAG_00117_000000000022_18	-
TARA_ARC_108_MAG_00117_000000000022_20	-
TARA_ARC_108_MAG_00117_000000000022_21	-
TARA_ARC_108_MAG_00117_000000000022_22	-
TARA_ARC_108_MAG_00117_000000000022_23	3.1.26.5
TARA_ARC_108_MAG_00117_000000000022_24	-
TARA_ARC_108_MAG_00117_000000000022_25	-
TARA_ARC_108_MAG_00117_000000000022_26	-
TARA_ARC_108_MAG_00117_000000000022_27	-
TARA_ARC_108_MAG_00117_000000000022_29	3.2.1.23
TARA_ARC_108_MAG_00117_000000000022_30	3.1.1.15
TARA_ARC_108_MAG_00117_000000000022_31	4.1.2.21
TARA_ARC_108_MAG_00117_000000000022_32	2.7.1.58
TARA_ARC_108_MAG_00117_000000000022_33	1.1.1.120,1.1.1.175,1.1.1.48
TARA_ARC_108_MAG_00117_000000000022_34	3.2.1.22
TARA_ARC_108_MAG_00117_000000000022_35	-
TARA_ARC_108_MAG_00117_000000000022_36	-
TARA_ARC_108_MAG_00117_000000000022_37	-
TARA_ARC_108_MAG_00117_000000000022_38	-
TARA_ARC_108_MAG_00117_000000000022_39	-
TARA_ARC_108_MAG_00117_000000000023_1	5.3.1.30
TARA_ARC_108_MAG_00117_000000000023_2	4.1.2.13
TARA_ARC_108_MAG_00117_000000000023_3	1.1.1.18,1.1.1.369
TARA_ARC_108_MAG_00117_000000000023_4	1.1.2.3,1.1.99.31
TARA_ARC_108_MAG_00117_000000000023_5	4.1.1.79
TARA_ARC_108_MAG_00117_000000000024_1	2.7.1.2
TARA_ARC_108_MAG_00117_000000000024_2	-
TARA_ARC_108_MAG_00117_000000000024_3	-
TARA_ARC_108_MAG_00117_000000000024_4	-
TARA_ARC_108_MAG_00117_000000000025_1	4.2.1.55
TARA_ARC_108_MAG_00117_000000000025_3	-
TARA_ARC_108_MAG_00117_000000000025_4	3.6.1.1
TARA_ARC_108_MAG_00117_000000000025_5	-
TARA_ARC_108_MAG_00117_000000000026_1	-
TARA_ARC_108_MAG_00117_000000000026_2	-
TARA_ARC_108_MAG_00117_000000000027_1	-
TARA_ARC_108_MAG_00117_000000000027_2	-
TARA_ARC_108_MAG_00117_000000000027_3	2.8.1.8
TARA_ARC_108_MAG_00117_000000000028_1	-
TARA_ARC_108_MAG_00117_000000000028_2	-
TARA_ARC_108_MAG_00117_000000000028_3	-
TARA_ARC_108_MAG_00117_000000000028_4	-
TARA_ARC_108_MAG_00117_000000000028_5	-
TARA_ARC_108_MAG_00117_000000000028_6	-
TARA_ARC_108_MAG_00117_000000000028_7	-
TARA_ARC_108_MAG_00117_000000000028_8	-
TARA_ARC_108_MAG_00117_000000000028_9	-
TARA_ARC_108_MAG_00117_000000000028_10	3.1.6.6
TARA_ARC_108_MAG_00117_000000000028_11	1.2.1.8
TARA_ARC_108_MAG_00117_000000000028_12	1.1.99.1
TARA_ARC_108_MAG_00117_000000000029_1	-
TARA_ARC_108_MAG_00117_000000000029_2	6.1.1.6
TARA_ARC_108_MAG_00117_000000000029_3	-
TARA_ARC_108_MAG_00117_000000000029_4	1.4.5.1
TARA_ARC_108_MAG_00117_000000000030_1	2.7.13.3
TARA_ARC_108_MAG_00117_000000000030_2	3.1.2.6
TARA_ARC_108_MAG_00117_000000000030_4	-
TARA_ARC_108_MAG_00117_000000000030_5	1.6.5.5
TARA_ARC_108_MAG_00117_000000000031_3	-
TARA_ARC_108_MAG_00117_000000000032_1	1.8.1.4
TARA_ARC_108_MAG_00117_000000000032_2	-
TARA_ARC_108_MAG_00117_000000000032_3	2.3.1.61
TARA_ARC_108_MAG_00117_000000000032_4	1.2.4.2
TARA_ARC_108_MAG_00117_000000000032_5	6.2.1.5
TARA_ARC_108_MAG_00117_000000000033_1	6.1.1.7
TARA_ARC_108_MAG_00117_000000000033_2	-
TARA_ARC_108_MAG_00117_000000000033_3	-
TARA_ARC_108_MAG_00117_000000000033_4	-
TARA_ARC_108_MAG_00117_000000000033_5	-
TARA_ARC_108_MAG_00117_000000000033_6	-
TARA_ARC_108_MAG_00117_000000000033_7	-
TARA_ARC_108_MAG_00117_000000000033_8	-
TARA_ARC_108_MAG_00117_000000000033_10	-
TARA_ARC_108_MAG_00117_000000000033_11	-
TARA_ARC_108_MAG_00117_000000000033_12	-
TARA_ARC_108_MAG_00117_000000000033_13	2.8.1.7
TARA_ARC_108_MAG_00117_000000000033_14	-
TARA_ARC_108_MAG_00117_000000000033_15	-
TARA_ARC_108_MAG_00117_000000000033_16	-
TARA_ARC_108_MAG_00117_000000000033_17	-
TARA_ARC_108_MAG_00117_000000000033_18	-
TARA_ARC_108_MAG_00117_000000000033_19	-
TARA_ARC_108_MAG_00117_000000000033_20	2.8.1.7,4.4.1.16
TARA_ARC_108_MAG_00117_000000000033_21	-
TARA_ARC_108_MAG_00117_000000000033_22	-
TARA_ARC_108_MAG_00117_000000000033_23	2.3.1.191
TARA_ARC_108_MAG_00117_000000000033_24	-
TARA_ARC_108_MAG_00117_000000000033_25	-
TARA_ARC_108_MAG_00117_000000000033_26	-
TARA_ARC_108_MAG_00117_000000000033_27	-
TARA_ARC_108_MAG_00117_000000000033_28	-
TARA_ARC_108_MAG_00117_000000000033_29	-
TARA_ARC_108_MAG_00117_000000000033_31	4.2.1.108
TARA_ARC_108_MAG_00117_000000000033_32	4.2.1.108
TARA_ARC_108_MAG_00117_000000000033_33	-
TARA_ARC_108_MAG_00117_000000000033_34	-
TARA_ARC_108_MAG_00117_000000000034_1	2.7.6.5,3.1.7.2
TARA_ARC_108_MAG_00117_000000000034_2	2.7.7.6
TARA_ARC_108_MAG_00117_000000000034_3	2.7.6.3,4.1.2.25
TARA_ARC_108_MAG_00117_000000000034_4	-
TARA_ARC_108_MAG_00117_000000000034_5	1.17.7.4
TARA_ARC_108_MAG_00117_000000000034_6	-
TARA_ARC_108_MAG_00117_000000000034_7	3.1.26.4
TARA_ARC_108_MAG_00117_000000000034_8	-
TARA_ARC_108_MAG_00117_000000000034_9	2.1.2.9
TARA_ARC_108_MAG_00117_000000000034_10	3.5.1.88
TARA_ARC_108_MAG_00117_000000000034_11	3.5.1.88
TARA_ARC_108_MAG_00117_000000000034_12	3.5.1.31,3.5.1.88
TARA_ARC_108_MAG_00117_000000000034_13	4.4.1.8
TARA_ARC_108_MAG_00117_000000000034_14	-
TARA_ARC_108_MAG_00117_000000000034_15	1.8.5.7
TARA_ARC_108_MAG_00117_000000000034_16	-
TARA_ARC_108_MAG_00117_000000000034_17	6.3.1.10
TARA_ARC_108_MAG_00117_000000000034_18	-
TARA_ARC_108_MAG_00117_000000000034_19	-
TARA_ARC_108_MAG_00117_000000000034_20	-
TARA_ARC_108_MAG_00117_000000000034_21	-
TARA_ARC_108_MAG_00117_000000000034_22	-
TARA_ARC_108_MAG_00117_000000000034_23	-
TARA_ARC_108_MAG_00117_000000000034_24	-
TARA_ARC_108_MAG_00117_000000000034_25	-
TARA_ARC_108_MAG_00117_000000000034_26	-
TARA_ARC_108_MAG_00117_000000000034_27	-
TARA_ARC_108_MAG_00117_000000000034_28	-
TARA_ARC_108_MAG_00117_000000000035_1	4.2.1.82,4.2.1.9
TARA_ARC_108_MAG_00117_000000000035_2	1.1.1.42
TARA_ARC_108_MAG_00117_000000000036_2	-
TARA_ARC_108_MAG_00117_000000000036_3	-
TARA_ARC_108_MAG_00117_000000000036_5	2.8.1.1,2.8.1.2
TARA_ARC_108_MAG_00117_000000000037_1	-
TARA_ARC_108_MAG_00117_000000000037_2	3.5.2.2
TARA_ARC_108_MAG_00117_000000000037_3	3.5.1.6,3.5.1.87
TARA_ARC_108_MAG_00117_000000000037_4	-
TARA_ARC_108_MAG_00117_000000000038_1	-
TARA_ARC_108_MAG_00117_000000000038_2	-
TARA_ARC_108_MAG_00117_000000000038_3	-
TARA_ARC_108_MAG_00117_000000000038_4	-
TARA_ARC_108_MAG_00117_000000000038_5	-
TARA_ARC_108_MAG_00117_000000000038_6	-
TARA_ARC_108_MAG_00117_000000000038_7	2.1.3.15,6.4.1.2
TARA_ARC_108_MAG_00117_000000000038_8	-
TARA_ARC_108_MAG_00117_000000000038_9	-
TARA_ARC_108_MAG_00117_000000000038_10	4.1.3.24,4.1.3.25
TARA_ARC_108_MAG_00117_000000000038_11	-
TARA_ARC_108_MAG_00117_000000000038_12	5.1.1.20
TARA_ARC_108_MAG_00117_000000000039_1	-
TARA_ARC_108_MAG_00117_000000000039_2	-
TARA_ARC_108_MAG_00117_000000000039_3	2.3.2.2,3.4.19.13
TARA_ARC_108_MAG_00117_000000000040_1	1.2.1.88,1.5.5.2
TARA_ARC_108_MAG_00117_000000000040_2	-
TARA_ARC_108_MAG_00117_000000000040_3	-
TARA_ARC_108_MAG_00117_000000000040_4	-
TARA_ARC_108_MAG_00117_000000000040_5	-
TARA_ARC_108_MAG_00117_000000000041_1	-
TARA_ARC_108_MAG_00117_000000000041_2	-
TARA_ARC_108_MAG_00117_000000000041_3	2.1.1.61
TARA_ARC_108_MAG_00117_000000000041_4	1.4.3.19
TARA_ARC_108_MAG_00117_000000000041_5	4.2.1.153
TARA_ARC_108_MAG_00117_000000000041_6	-
TARA_ARC_108_MAG_00117_000000000041_7	-
TARA_ARC_108_MAG_00117_000000000041_8	2.1.1.63
TARA_ARC_108_MAG_00117_000000000042_1	-
TARA_ARC_108_MAG_00117_000000000042_2	-
TARA_ARC_108_MAG_00117_000000000042_3	-
TARA_ARC_108_MAG_00117_000000000042_4	-
TARA_ARC_108_MAG_00117_000000000043_1	-
TARA_ARC_108_MAG_00117_000000000043_2	1.5.5.1
TARA_ARC_108_MAG_00117_000000000043_3	-
TARA_ARC_108_MAG_00117_000000000043_4	-
TARA_ARC_108_MAG_00117_000000000043_5	2.1.4.1
TARA_ARC_108_MAG_00117_000000000043_6	2.10.1.1
TARA_ARC_108_MAG_00117_000000000043_7	-
TARA_ARC_108_MAG_00117_000000000043_8	2.7.7.77
TARA_ARC_108_MAG_00117_000000000044_1	-
TARA_ARC_108_MAG_00117_000000000044_2	-
TARA_ARC_108_MAG_00117_000000000044_3	-
TARA_ARC_108_MAG_00117_000000000044_4	-
TARA_ARC_108_MAG_00117_000000000044_5	-
TARA_ARC_108_MAG_00117_000000000044_6	-
TARA_ARC_108_MAG_00117_000000000045_1	-
TARA_ARC_108_MAG_00117_000000000045_2	-
TARA_ARC_108_MAG_00117_000000000045_3	-
TARA_ARC_108_MAG_00117_000000000045_4	-
TARA_ARC_108_MAG_00117_000000000045_5	-
TARA_ARC_108_MAG_00117_000000000046_1	-
TARA_ARC_108_MAG_00117_000000000046_2	-
TARA_ARC_108_MAG_00117_000000000046_3	6.2.1.3
TARA_ARC_108_MAG_00117_000000000046_4	-
TARA_ARC_108_MAG_00117_000000000046_5	-
TARA_ARC_108_MAG_00117_000000000046_6	-
TARA_ARC_108_MAG_00117_000000000046_7	-
TARA_ARC_108_MAG_00117_000000000047_1	6.2.1.1
TARA_ARC_108_MAG_00117_000000000047_2	2.7.4.3
TARA_ARC_108_MAG_00117_000000000047_3	-
TARA_ARC_108_MAG_00117_000000000047_4	4.1.2.48
TARA_ARC_108_MAG_00117_000000000048_1	-
TARA_ARC_108_MAG_00117_000000000048_2	-
TARA_ARC_108_MAG_00117_000000000048_3	-
TARA_ARC_108_MAG_00117_000000000048_4	-
TARA_ARC_108_MAG_00117_000000000048_5	3.1.13.5
TARA_ARC_108_MAG_00117_000000000049_3	3.4.21.92
TARA_ARC_108_MAG_00117_000000000049_4	-
TARA_ARC_108_MAG_00117_000000000049_5	-
TARA_ARC_108_MAG_00117_000000000049_6	1.6.99.3
TARA_ARC_108_MAG_00117_000000000049_7	-
TARA_ARC_108_MAG_00117_000000000049_8	-
TARA_ARC_108_MAG_00117_000000000049_9	2.3.2.6
TARA_ARC_108_MAG_00117_000000000049_10	6.3.4.14,6.4.1.2
TARA_ARC_108_MAG_00117_000000000049_11	-
TARA_ARC_108_MAG_00117_000000000049_12	-
TARA_ARC_108_MAG_00117_000000000050_1	-
TARA_ARC_108_MAG_00117_000000000050_2	1.9.3.1
TARA_ARC_108_MAG_00117_000000000050_3	2.5.1.141
TARA_ARC_108_MAG_00117_000000000050_4	-
TARA_ARC_108_MAG_00117_000000000050_5	-
TARA_ARC_108_MAG_00117_000000000050_6	1.9.3.1
TARA_ARC_108_MAG_00117_000000000050_7	-
TARA_ARC_108_MAG_00117_000000000051_2	-
TARA_ARC_108_MAG_00117_000000000051_3	-
TARA_ARC_108_MAG_00117_000000000051_4	6.3.4.2
TARA_ARC_108_MAG_00117_000000000051_5	-
TARA_ARC_108_MAG_00117_000000000052_1	2.1.1.176
TARA_ARC_108_MAG_00117_000000000052_2	-
TARA_ARC_108_MAG_00117_000000000052_3	-
TARA_ARC_108_MAG_00117_000000000052_4	1.17.1.8
TARA_ARC_108_MAG_00117_000000000052_5	-
TARA_ARC_108_MAG_00117_000000000052_6	-
TARA_ARC_108_MAG_00117_000000000052_7	5.4.99.25
TARA_ARC_108_MAG_00117_000000000053_1	6.1.1.11
TARA_ARC_108_MAG_00117_000000000053_2	-
TARA_ARC_108_MAG_00117_000000000053_3	-
TARA_ARC_108_MAG_00117_000000000053_4	-
TARA_ARC_108_MAG_00117_000000000054_1	3.1.11.6
TARA_ARC_108_MAG_00117_000000000054_2	2.5.1.1,2.5.1.10
TARA_ARC_108_MAG_00117_000000000054_3	2.2.1.7
TARA_ARC_108_MAG_00117_000000000054_4	-
TARA_ARC_108_MAG_00117_000000000054_5	-
TARA_ARC_108_MAG_00117_000000000054_6	4.2.1.149
TARA_ARC_108_MAG_00117_000000000054_7	6.2.1.1
TARA_ARC_108_MAG_00117_000000000054_8	1.3.8.7
TARA_ARC_108_MAG_00117_000000000054_9	-
TARA_ARC_108_MAG_00117_000000000054_10	-
TARA_ARC_108_MAG_00117_000000000054_11	-
TARA_ARC_108_MAG_00117_000000000054_12	1.20.4.1
TARA_ARC_108_MAG_00117_000000000054_13	3.5.4.2
TARA_ARC_108_MAG_00117_000000000055_1	1.11.1.21
TARA_ARC_108_MAG_00117_000000000055_2	-
TARA_ARC_108_MAG_00117_000000000055_3	-
TARA_ARC_108_MAG_00117_000000000055_4	-
TARA_ARC_108_MAG_00117_000000000056_1	-
TARA_ARC_108_MAG_00117_000000000056_2	-
TARA_ARC_108_MAG_00117_000000000056_3	-
TARA_ARC_108_MAG_00117_000000000057_2	6.3.5.6,6.3.5.7
TARA_ARC_108_MAG_00117_000000000057_3	6.3.5.6,6.3.5.7
TARA_ARC_108_MAG_00117_000000000057_4	-
TARA_ARC_108_MAG_00117_000000000057_5	-
TARA_ARC_108_MAG_00117_000000000057_6	-
TARA_ARC_108_MAG_00117_000000000057_7	3.5.4.1,3.5.4.3,3.5.4.33
TARA_ARC_108_MAG_00117_000000000057_8	5.4.99.22
TARA_ARC_108_MAG_00117_000000000057_9	-
TARA_ARC_108_MAG_00117_000000000057_11	-
TARA_ARC_108_MAG_00117_000000000057_12	2.7.1.165
TARA_ARC_108_MAG_00117_000000000058_2	5.3.1.24
TARA_ARC_108_MAG_00117_000000000058_3	-
TARA_ARC_108_MAG_00117_000000000058_4	-
TARA_ARC_108_MAG_00117_000000000059_1	2.3.1.241
TARA_ARC_108_MAG_00117_000000000059_2	2.5.1.56
TARA_ARC_108_MAG_00117_000000000059_3	-
TARA_ARC_108_MAG_00117_000000000060_1	-
TARA_ARC_108_MAG_00117_000000000060_2	3.5.1.54
TARA_ARC_108_MAG_00117_000000000060_3	3.5.1.54
TARA_ARC_108_MAG_00117_000000000060_4	-
TARA_ARC_108_MAG_00117_000000000060_5	-
TARA_ARC_108_MAG_00117_000000000060_6	-
TARA_ARC_108_MAG_00117_000000000061_1	-
TARA_ARC_108_MAG_00117_000000000061_2	6.2.1.3
TARA_ARC_108_MAG_00117_000000000061_3	-
TARA_ARC_108_MAG_00117_000000000061_4	-
TARA_ARC_108_MAG_00117_000000000061_5	-
TARA_ARC_108_MAG_00117_000000000061_6	-
TARA_ARC_108_MAG_00117_000000000061_7	-
TARA_ARC_108_MAG_00117_000000000061_8	-
TARA_ARC_108_MAG_00117_000000000061_9	3.2.1.21
TARA_ARC_108_MAG_00117_000000000062_1	1.1.1.35
TARA_ARC_108_MAG_00117_000000000062_2	3.6.4.13
TARA_ARC_108_MAG_00117_000000000062_3	-
TARA_ARC_108_MAG_00117_000000000063_1	-
TARA_ARC_108_MAG_00117_000000000063_2	3.4.21.107
TARA_ARC_108_MAG_00117_000000000063_3	-
TARA_ARC_108_MAG_00117_000000000063_4	-
TARA_ARC_108_MAG_00117_000000000063_5	-
TARA_ARC_108_MAG_00117_000000000063_6	1.8.1.7
TARA_ARC_108_MAG_00117_000000000063_7	5.3.1.6
TARA_ARC_108_MAG_00117_000000000063_8	2.5.1.18
TARA_ARC_108_MAG_00117_000000000063_9	4.3.1.17
TARA_ARC_108_MAG_00117_000000000063_10	-
TARA_ARC_108_MAG_00117_000000000063_11	-
TARA_ARC_108_MAG_00117_000000000063_12	2.7.6.2
TARA_ARC_108_MAG_00117_000000000063_14	-
TARA_ARC_108_MAG_00117_000000000063_15	-
TARA_ARC_108_MAG_00117_000000000063_16	6.3.4.4
TARA_ARC_108_MAG_00117_000000000063_17	-
TARA_ARC_108_MAG_00117_000000000063_18	-
TARA_ARC_108_MAG_00117_000000000063_19	4.2.1.84
TARA_ARC_108_MAG_00117_000000000063_20	4.2.1.84
TARA_ARC_108_MAG_00117_000000000063_21	-
TARA_ARC_108_MAG_00117_000000000064_1	-
TARA_ARC_108_MAG_00117_000000000064_2	-
TARA_ARC_108_MAG_00117_000000000065_1	-
TARA_ARC_108_MAG_00117_000000000065_2	-
TARA_ARC_108_MAG_00117_000000000065_3	-
TARA_ARC_108_MAG_00117_000000000065_4	-
TARA_ARC_108_MAG_00117_000000000066_1	-
TARA_ARC_108_MAG_00117_000000000066_2	-
TARA_ARC_108_MAG_00117_000000000066_3	-
TARA_ARC_108_MAG_00117_000000000066_5	3.6.5.4
TARA_ARC_108_MAG_00117_000000000067_1	-
TARA_ARC_108_MAG_00117_000000000067_2	-
TARA_ARC_108_MAG_00117_000000000067_3	1.6.5.3
TARA_ARC_108_MAG_00117_000000000068_1	2.2.1.6
TARA_ARC_108_MAG_00117_000000000068_2	2.2.1.6
TARA_ARC_108_MAG_00117_000000000068_3	-
TARA_ARC_108_MAG_00117_000000000069_1	5.4.99.18
TARA_ARC_108_MAG_00117_000000000069_2	-
TARA_ARC_108_MAG_00117_000000000069_3	-
TARA_ARC_108_MAG_00117_000000000069_4	-
TARA_ARC_108_MAG_00117_000000000069_5	-
TARA_ARC_108_MAG_00117_000000000069_6	-
TARA_ARC_108_MAG_00117_000000000069_7	2.7.7.4
TARA_ARC_108_MAG_00117_000000000069_8	4.6.1.1
TARA_ARC_108_MAG_00117_000000000070_1	-
TARA_ARC_108_MAG_00117_000000000070_2	-
TARA_ARC_108_MAG_00117_000000000070_3	-
TARA_ARC_108_MAG_00117_000000000070_4	2.7.13.3
TARA_ARC_108_MAG_00117_000000000070_5	-
TARA_ARC_108_MAG_00117_000000000070_6	2.7.4.8
TARA_ARC_108_MAG_00117_000000000070_7	-
TARA_ARC_108_MAG_00117_000000000070_9	-
